CS_null_raster,CS_forest_motorways_k10,CS_barriers_k10,CS_barriers_k100
0.8635576744,0.1086039579,0.8702467039,0.8917826484
0.8713604978,0.1954315335,0.9063962248,1.104008082
0.8263683799,0.1138440476,0.833147382,0.8532930897
0.8268049903,0.1529116667,0.8883666061,1.181146169
0.71283413,0.08044167385,0.716651224,0.7245955015
0.7302641761,0.09113905615,0.7323352636,0.7374910029
0.8415716984,0.1154387051,0.8488407844,0.8712148799
0.8661917678,0.4426468941,0.9014536581,1.096021084
0.8776120166,0.12030888,0.8853262134,0.9099730315
0.4933083909,0.04543740577,0.4933895473,0.4935862509
0.406966668,0.03714622744,0.4069913478,0.407046641
0.4234000057,0.03886427621,0.4234294182,0.4234982715
0.503634728,0.0465234115,0.5037286412,0.5039559299
0.8736970135,0.1453047977,0.9467388318,1.346662562
0.8797513691,1.006207725,2.017630157,11.63568321
0.8604756956,0.1577249986,1.135841553,1.677666466
0.8726696057,0.1113753024,0.8796773517,0.902282348
0.8588958101,0.1084010488,0.8650040481,0.8842588917
0.8375598516,0.2095722548,0.9162464379,1.235226588
0.8026896224,0.108095095,0.8077424428,0.822400472
0.804863133,0.1288122416,0.8088203041,0.8195196614
0.7177510762,0.07842385617,0.7290105266,0.7475699562
0.9100099403,0.4522952649,0.9884309348,1.110129675
0.7987095677,0.1418487602,0.8028915155,0.8140759551
0.9014353649,0.1243918725,0.9125245002,0.9497572107
0.7922210139,0.09080934242,0.7953629547,0.8042887815
0.9032580435,0.4523185888,2.072055236,11.5756702
0.8994196432,0.1952753488,0.9162495088,0.9693878201
0.7258081091,0.07818029376,0.7275076279,0.7321453564
0.9044109216,0.1235993663,0.9153038285,0.9519302555
0.9030513835,0.4491002205,0.9347863783,1.116052753
0.8008227306,0.4032668146,0.8971850381,1.215928926
0.9076464861,0.249314426,0.9688192445,1.150106885
0.9067002638,0.4147519034,0.9484537578,1.108323295
0.6908253172,0.07092072889,0.6955301524,0.7040981494
0.9064930063,0.1963866916,0.9363676505,1.076286198
0.9147328209,0.449290977,0.9586239945,1.051724597
0.9076938375,0.1803565502,0.9195925402,0.958872144
0.9044277851,0.1818588661,0.9338527983,1.110160772
0.909815125,0.2162094695,0.9390326698,1.075015963
0.899954754,0.1451071818,0.9536579163,1.311588573
0.9065930524,0.2241423856,0.9373173249,1.104695271
0.9148494968,0.1851808794,0.9397931159,1.066511748
0.7279065976,0.08308859297,0.7399822584,0.7591981339
0.6786417733,0.09591131378,0.6802515589,0.6838576168
0.9044421501,0.2029863457,0.9334102588,1.106333923
0.9260111669,0.124329776,0.9393332271,0.9835635252
0.7834269607,0.1015584419,0.787025421,0.7974356469
0.9176274067,0.4747815628,0.943997761,1.094012075
0.9163880498,0.1551359469,0.9841372343,1.332772479
0.9123626373,0.1473416942,0.9905282404,1.38406396
0.9150946034,0.2462946698,0.9434390497,1.112845189
0.9095246154,0.1206252524,0.9198488715,0.9548355074
0.9091208198,0.1360810141,0.9226021268,0.9679812315
0.9129427697,0.3522609313,0.9445144734,1.127572345
0.9467334755,0.4272344291,0.9684923707,1.037046222
0.9477613959,0.1901544928,0.9657564896,1.069640434
0.9222958108,0.1492835526,0.9858956189,1.244819518
0.7082009664,0.1305390893,0.7107382471,0.7166635871
0.893920456,0.1446871523,0.9496104616,1.313168186
0.9349844264,0.1631162919,0.9682909211,1.142070879
0.9260070771,0.2247989348,0.960146008,1.131663139
0.9245013259,0.1315583585,0.9371127324,0.9805760549
0.924709843,0.4108334773,0.9543625112,1.124452209
0.9495602863,0.1534104893,0.9852380739,1.172405067
0.9356988582,0.1534939549,0.988422672,1.308382121
0.939137221,0.1537143623,1.000466606,1.385377396
0.94940809,0.1606214538,1.023893563,1.450593322
0.8926474748,0.2769306662,0.925501205,1.104103956
0.8916537176,0.1462259703,0.9562843819,1.340207955
0.8922575069,0.1296212276,0.9028611272,0.9380606689
0.956675778,0.2394624937,0.986191819,1.121846012
0.9479119088,0.1628872584,0.9817257197,1.16141438
0.9559117021,0.1633363875,0.9881295572,1.163623668
0.7943608423,0.1332417805,0.8002160509,0.8152998168
0.9528393306,0.3899166179,0.9828820963,1.150632851
0.9639090263,0.1993344421,0.9859763369,1.097199232
0.9540579376,0.1530635887,0.9948202569,1.201375199
0.6720297983,0.07702813831,0.674673318,0.6797281799
0.9294035243,0.4144985366,0.9584965942,1.126332486
0.9578985199,0.1923298525,0.9859112584,1.117581106
0.9727536258,0.1973578721,0.9935402053,1.102622933
0.9559557428,0.4129005901,0.978237178,1.057418105
0.955179936,0.1530977572,0.9903863829,1.17735931
0.956455094,0.1972386866,0.9764625332,1.084049389
0.9560181441,0.1493427793,0.9775286864,1.052684838
0.955031377,0.4509234285,0.9981961064,1.123215744
0.9541209697,0.2665531874,0.9850686197,1.158555864
0.9540975027,0.15416875,1.031888173,1.457196906
0.9525289683,0.169843651,1.003842082,1.251747174
0.9097979198,0.1493155387,0.9713152373,1.344512363
0.8243140516,0.3925591991,0.8332361791,0.8579330943
0.9142795599,0.1480122908,1.029309851,1.459786577
0.7154875732,0.09669182346,0.718737148,0.7260481863
0.9328956022,0.1484722131,0.9937214891,1.243659928
0.9265789701,0.4328646182,1.0400289,1.25037007
0.8848208457,0.2575315859,1.095485178,1.771035847
0.7884263811,0.129205415,0.793574303,0.8076201984
0.9228393314,0.1521508848,0.9911296424,1.339675124
0.7805037489,0.3728505604,0.7865655667,0.8017013438
0.9660951637,0.194510554,0.9974644009,1.171069282
0.9692256142,0.2176015672,0.9888802592,1.094545337
0.9655673322,0.1549323588,0.9996721573,1.185154629
0.9664675488,0.1928011279,0.9941363564,1.092664329
0.9666765263,0.4618757211,1.975300535,10.47256262
0.9618679853,0.1415954713,1.010432993,1.120688866
0.9266456774,0.1244363578,0.9400579161,0.9844701652
0.9695679971,0.2658381815,1.001072038,1.112419288
0.7948799165,0.1175611659,0.9007013941,0.9859327123
0.9828124467,0.2777382032,1.004485654,1.118154341
0.8015141114,0.13713165,0.8055317097,0.816326311
0.9780267286,0.2518612866,0.9948784792,1.092974811
0.9813749442,0.2078630965,1.000580433,1.105793471
0.9774460865,0.1675260588,1.008958107,1.18528405
0.818841915,0.1672127189,0.9576759226,1.324435075
0.9639889691,0.1582590792,1.060225443,1.541760414
0.7483630379,0.2959392943,0.7510401039,0.7583595565
0.8144456365,0.1603623525,0.9111564973,1.239658654
0.9542716209,0.1565107724,0.9971739272,1.210419101
0.8103252372,0.1223802951,0.814334595,0.8253027391
0.9443992173,0.1310229938,0.9641889122,1.024072043
0.9558096905,0.1848996639,0.9809371356,1.136440136
0.9807461453,0.2030743655,1.001635305,1.112278695
0.974419717,0.1566557559,1.027234812,1.281567352
0.9720120095,0.1626507397,1.024599113,1.275271966
0.9787789575,0.2164739294,1.004743801,1.158706181
0.9485542909,0.2505721598,0.9750025016,1.133737638
0.9639759049,0.1546248763,1.000856173,1.198846363
0.9318818149,0.1605335402,0.9494201313,1.009902813
0.9285870577,0.1481424515,0.9861066028,1.232436162
0.9384462226,0.1703929692,0.96843575,1.13599528
0.7097919931,0.07442238606,0.7111041005,0.7145322634
0.9403939502,0.1993589543,0.9680393197,1.130758342
0.9406452815,0.1508384618,0.9936307323,1.226604114
0.9565533726,0.2056982711,0.9778413629,1.086060568
0.7649455361,0.08436348892,0.7673140258,0.7738014628
0.9599542938,0.4451028056,0.9772874316,1.077376115
0.9347929892,0.1756276236,0.9608349309,1.122002836
0.6912917175,0.07142742074,0.6964735202,0.7059266149
0.9555037736,0.3669717981,1.025486894,1.430403733
0.8914386464,0.117284327,0.8998877863,0.9280501115
0.9641617996,0.1568997487,1.066026902,1.551640529
0.9128950174,0.4441741245,0.9651585296,1.080081516
0.8683281459,0.1108728207,0.8751506329,0.8972061152
0.971865254,0.4516158913,0.9961477643,1.146748177
0.9242141946,0.2008355846,0.9522836252,1.122374226
0.9162243752,0.1491380173,1.15435645,1.52110328
0.939354413,0.1768659299,0.9584460572,1.024932232
0.9395423081,0.1561679406,0.9927762999,1.313712853
0.941577508,0.1974542348,0.969120581,1.131413589
0.976829623,0.1657291484,1.008497511,1.185471541
0.9214842141,0.1529906115,0.9768299518,1.336457503
0.9192530035,0.1988827215,0.9463705885,1.112103045
0.9206938775,0.1586313434,0.9833716181,1.372014241
0.9411567309,0.2489810674,0.9615928087,1.071087861
0.9533320214,0.1931187822,0.9717856322,1.07550994
0.9509489866,0.1813658767,0.9761562761,1.132519632
0.818083005,0.2744194101,0.8864218417,1.146907462
0.9478669607,0.2105263947,0.9700707859,1.079752392
0.8644610252,0.1642852255,0.8721170286,0.8946823241
0.953395442,0.2873221154,0.971963272,1.076420875
0.9517120879,0.2137865764,0.9783382767,1.139592058
0.9289566289,0.1973711628,0.9499877147,1.065224809
0.9190258181,0.4308919014,0.9464006847,1.112648048
0.9542844013,0.1400299643,0.9751895012,1.046814754
0.9551737603,0.1924907627,0.9734333693,1.076377498
0.9556655162,0.1634656854,1.084454994,1.466265307
0.6593985402,0.1015547348,0.6604662963,0.6630040842
0.972366326,0.185201355,0.9996637773,1.158296813
0.9010809148,0.185525885,0.9335640347,1.120957194
0.8641971574,0.1288642667,0.8709152353,0.8916815788
0.9517243762,0.186721232,0.9788933546,1.108177309
0.7552740498,0.3134823915,0.7617110821,0.7760836688
0.8759538358,0.1206610603,0.8835581601,0.9077385064
0.8770425275,0.3907705661,0.9121183325,1.110520654
0.9656875046,0.4327769027,1.076596772,1.500537971
0.8582851174,0.1464477331,0.8675507771,0.8964044915
0.9819779878,0.1604073858,1.046273128,1.208454001
0.9663796246,0.4666154298,0.9833034914,1.081702508
0.972918213,0.4432399705,0.9974986812,1.148489129
0.9725238012,0.1624477825,1.003871536,1.17838116
0.8596817922,0.1482553431,1.916336448,10.66334921
0.9700510071,0.2702219515,0.986935768,1.084582937
0.9769974937,0.5004089666,1.049880536,1.262755462
0.9702679062,0.4196937379,0.9880220059,1.089315163
0.9724834353,0.2436724761,1.001183813,1.164780041
0.9351531553,0.152088021,0.9772948914,1.179667474
0.9859083471,0.1596334695,1.02682082,1.245643763
0.8587187467,0.1667765163,0.8657653303,0.8863906625
0.8588577509,0.1088632308,0.864962682,0.8841776941
0.8580469938,0.380912646,0.9051999549,1.154395011
0.8589739893,0.1714850689,0.8962260602,1.099992912
0.8579431958,0.1772436219,0.8951399374,1.096108732
0.9083912523,0.2481393805,0.9487325742,1.106878032
0.9337868467,0.4258991394,0.9609762658,1.031281419
0.870300964,0.2441115664,0.8836516732,0.9210061793
0.9338106255,0.4346572651,0.9805598828,1.080192344
0.9700662332,0.240733985,0.9873885218,1.087518985
0.8975516803,0.4737629427,0.9496380151,1.186105672
0.9732629252,0.1666834846,1.003770549,1.17466651
0.9660435523,0.1536362699,0.9932237464,1.085146194
0.9577478514,0.1363142557,0.9845273307,1.06420313
0.9815213837,0.3721101287,1.031151077,1.256381701
0.9765573368,0.454365176,1.005005993,1.161425122
0.8943350431,0.1872928871,0.9238632408,1.099997391
0.8763373308,0.1128771624,0.8843299021,0.9104985165
0.8202505137,0.16988496,0.8768401063,1.125897316
0.8977314954,0.1977857779,0.9149802826,0.9689136266
0.8985660782,0.152057732,0.9703566512,1.376715351
0.8973971251,0.4420132039,0.9298391822,1.114766082
0.8952775186,0.1543375996,1.030836088,1.44220269
0.8295323458,0.4070878216,0.8487761985,0.8921453218
0.6678249941,0.2915608142,0.668907164,0.6715683301
0.8253023465,0.1033142261,0.8308385049,0.8477331066
0.9734784701,0.1736778245,1.035429127,1.384256816
0.9064549518,0.2211278646,0.9908938223,1.428570197
0.9065557307,0.4322393998,0.9355967828,1.098557072
0.9053831619,0.1799349914,0.934303475,1.108631532
0.9082210894,0.4168997619,0.9380337176,1.093431947
0.9684430279,0.4026391392,0.9884141141,1.094685928
0.835558703,0.4142247649,0.9014360203,1.126550297
0.8161032334,0.1138740151,0.8223640952,0.8405978954
0.8203313234,0.2731184714,0.8742775488,1.161220261
0.9820086017,0.1563658711,1.040127049,1.315362317
0.8825787702,0.2010806729,0.9192537239,1.122499767
1.000977801,0.2712294487,1.029503928,1.197847653
0.9866350259,0.2100848147,1.003413156,1.098526501
0.7533580698,0.3185115499,0.7589812588,0.7718832476
0.8424351418,0.1057993193,0.8476311045,0.8635874473
0.8462928567,0.3800543302,0.93178882,1.246213403
0.8484523267,0.1843928707,0.8888462294,1.100057725
0.9849609578,0.1992487382,1.004233259,1.104791992
0.8489555807,0.1071543995,0.8554267732,0.8758912575
0.9850695376,0.2143395938,1.009736194,1.159397747
0.9865676,0.4356937272,1.020133273,1.170328778
0.9852269022,0.1709277907,1.017428289,1.19933687
0.9868130558,0.1609387259,2.023932972,10.68698733
0.9956428366,0.2041708734,1.191961226,1.545075539
0.987764517,0.174357195,1.019635553,1.200142522
0.9944481574,0.2025200505,1.018828209,1.166505201
0.9894866503,0.4789072814,1.039414619,1.213746076
0.9911917934,0.2455797556,1.007596494,1.102216634
1.000775937,0.1950755987,1.031865352,1.208664197
0.9924482362,0.1596405213,1.044768404,1.292336303
