CS_null_raster,CS_forest_motorways_k10,CS_barriers_k100
0.8638388304,0.1567340442,0.9073917269
0.8720520642,0.1192802782,0.9032272177
0.82488385,0.1075065989,0.8492014874
0.8264854799,0.1294126271,0.8462597409
0.7156986186,0.3046066136,0.7436575786
0.7334440395,0.1303173479,0.7427981992
0.8403602304,0.3726540555,0.9003010356
0.8675492384,0.1202747553,0.9011147956
0.8763035522,0.4318732144,0.9311934453
0.4583670091,0.04227965197,0.4585509466
0.3773242639,0.03445004865,0.377373979
0.4399325242,0.0403941449,0.4400793341
0.4838311099,0.04517413073,0.4840916628
0.8749030491,0.1120425159,0.9076806121
0.8806176574,0.1444425579,1.32745948
0.859116253,0.167106027,0.8864128722
0.8735642507,0.1121168016,0.9034939758
0.8591887386,0.1464443173,11.76533168
0.8366570807,0.2571649978,0.8561411559
0.8025284061,0.1266370793,0.8233300625
0.8057765853,0.4025434698,0.8388817452
0.7202245899,0.08007414175,0.7264905111
0.9100436968,0.194732697,1.072833009
0.7998035648,0.3794564953,1.2911046
0.9001243987,0.4130845251,1.090696771
0.792246302,0.09217022012,0.8041071471
0.9024647767,0.4457031279,1.16045146
0.899991408,0.1534670643,1.32316815
0.723396802,0.1002771621,0.7339880164
0.9041757792,0.1653268607,1.347944808
0.9030784954,0.1825504162,1.113728187
0.8026081283,0.1328874336,0.815811822
0.9064959883,0.4512701544,1.115485473
0.9063926189,0.4151081639,1.109384311
0.6936288941,0.07306215269,0.6979926669
0.9064375855,0.1573681733,1.322168066
0.9155550523,0.1217765793,0.9645048242
0.9079992297,0.1324345271,0.9650306751
0.9052413811,0.1827346898,1.118120952
0.9100177016,0.1212979912,0.9580984077
0.899161631,0.1797392231,0.9459202868
0.9058250861,0.2224223001,1.110345029
0.9149644958,0.3066946979,0.9643822115
0.7259225015,0.09744551658,0.7375456412
0.6786417735,0.09591131155,0.6838576168
0.9062827304,0.249906144,1.09039276
0.9253444304,0.1551645027,1.232292728
0.7843290211,0.1089035637,0.7990159014
0.9176257292,0.1744669228,1.380289379
0.9168518442,0.1912108687,1.072497403
0.9131524315,0.1905451296,1.072790958
