CS_null_raster,CS_forest_motorways_k10,CS_barriers_k100
0.8635576744,0.1086039579,0.8917826484
0.8713604978,0.1954315335,1.104008082
0.8263683799,0.1138440476,0.8532930897
0.8268049903,0.1529116667,1.181146169
0.71283413,0.08044167385,0.7245955015
0.7302641761,0.09113905615,0.7374910029
0.8415716984,0.1154387051,0.8712148799
0.8661917678,0.4426468941,1.096021084
0.8776120166,0.12030888,0.9099730315
0.4933083909,0.04543740577,0.4935862509
0.406966668,0.03714622744,0.407046641
0.4234000057,0.03886427621,0.4234982715
0.503634728,0.0465234115,0.5039559299
0.8736970135,0.1453047977,1.346662562
0.8797513691,1.006207725,11.63568321
0.8604756956,0.1577249986,1.677666466
0.8726696057,0.1113753024,0.902282348
0.8588958101,0.1084010488,0.8842588917
0.8375598516,0.2095722548,1.235226588
0.8026896224,0.108095095,0.822400472
0.804863133,0.1288122416,0.8195196614
0.7177510762,0.07842385617,0.7475699562
0.9100099403,0.4522952649,1.110129675
0.7987095677,0.1418487602,0.8140759551
0.9014353649,0.1243918725,0.9497572107
0.7922210139,0.09080934242,0.8042887815
0.9032580435,0.4523185888,11.5756702
0.8994196432,0.1952753488,0.9693878201
0.7258081091,0.07818029376,0.7321453564
0.9044109216,0.1235993663,0.9519302555
0.9030513835,0.4491002205,1.116052753
0.8008227306,0.4032668146,1.215928926
0.9076464861,0.249314426,1.150106885
0.9067002638,0.4147519034,1.108323295
0.6908253172,0.07092072889,0.7040981494
0.9064930063,0.1963866916,1.076286198
0.9147328209,0.449290977,1.051724597
0.9076938375,0.1803565502,0.958872144
0.9044277851,0.1818588661,1.110160772
0.909815125,0.2162094695,1.075015963
0.899954754,0.1451071818,1.311588573
0.9065930524,0.2241423856,1.104695271
0.9148494968,0.1851808794,1.066511748
0.7279065976,0.08308859297,0.7591981339
0.6786417733,0.09591131378,0.6838576168
0.9044421501,0.2029863457,1.106333923
0.9260111669,0.124329776,0.9835635252
0.7834269607,0.1015584419,0.7974356469
0.9176274067,0.4747815628,1.094012075
0.9163880498,0.1551359469,1.332772479
0.9123626373,0.1473416942,1.38406396
0.9150946034,0.2462946698,1.112845189
0.9095246154,0.1206252524,0.9548355074
0.9091208198,0.1360810141,0.9679812315
0.9129427697,0.3522609313,1.127572345
0.9467334755,0.4272344291,1.037046222
0.9477613959,0.1901544928,1.069640434
0.9222958108,0.1492835526,1.244819518
0.7082009664,0.1305390893,0.7166635871
0.893920456,0.1446871523,1.313168186
0.9349844264,0.1631162919,1.142070879
0.9260070771,0.2247989348,1.131663139
0.9245013259,0.1315583585,0.9805760549
0.924709843,0.4108334773,1.124452209
0.9495602863,0.1534104893,1.172405067
0.9356988582,0.1534939549,1.308382121
0.939137221,0.1537143623,1.385377396
0.94940809,0.1606214538,1.450593322
0.8926474748,0.2769306662,1.104103956
0.8916537176,0.1462259703,1.340207955
0.8922575069,0.1296212276,0.9380606689
0.956675778,0.2394624937,1.121846012
0.9479119088,0.1628872584,1.16141438
0.9559117021,0.1633363875,1.163623668
0.7943608423,0.1332417805,0.8152998168
0.9528393306,0.3899166179,1.150632851
0.9639090263,0.1993344421,1.097199232
0.9540579376,0.1530635887,1.201375199
0.6720297983,0.07702813831,0.6797281799
0.9294035243,0.4144985366,1.126332486
0.9578985199,0.1923298525,1.117581106
0.9727536258,0.1973578721,1.102622933
0.9559557428,0.4129005901,1.057418105
0.955179936,0.1530977572,1.17735931
0.956455094,0.1972386866,1.084049389
0.9560181441,0.1493427793,1.052684838
0.955031377,0.4509234285,1.123215744
0.9541209697,0.2665531874,1.158555864
0.9540975027,0.15416875,1.457196906
0.9525289683,0.169843651,1.251747174
0.9097979198,0.1493155387,1.344512363
0.8243140516,0.3925591991,0.8579330943
0.9142795599,0.1480122908,1.459786577
0.7154875732,0.09669182346,0.7260481863
0.9328956022,0.1484722131,1.243659928
0.9265789701,0.4328646182,1.25037007
0.8848208457,0.2575315859,1.771035847
0.7884263811,0.129205415,0.8076201984
0.9228393314,0.1521508848,1.339675124
