CS_null_raster,CS_forest_motorways_k10,CS_barriers_k100
0.8633973438,0.4216245163,1.249412679
0.8706074894,0.1449412806,1.407259107
0.8243247283,0.1584713502,1.168024316
0.8255698885,0.1473624504,1.029089796
0.7157168727,0.0905665422,0.7271226821
0.7312557164,0.3410617513,0.7423271951
0.8423732079,0.1535194024,1.281180956
0.8667375296,0.1448540205,1.393735529
0.8782186147,0.1621588382,1.452532562
0.4933083907,0.04543740294,0.4935862525
0.3773245253,0.03439635187,0.3773736111
0.4399325245,0.04039414676,0.440079334
0.4933083907,0.04543740294,0.4935862525
0.8745761482,0.113950741,0.904996136
0.8797406352,0.1583679117,1.23666135
0.8602477391,0.1078545093,0.8860972851
0.8733517773,0.1116098592,0.9060760725
0.8588564082,0.1094261687,0.884150884
0.8373285829,0.4179392613,0.8807854272
0.8034689371,0.09413274697,0.8187153562
0.8053525393,0.1432955086,0.8189193105
0.7161020132,0.08349290289,0.7212044472
0.9095804321,0.1717750244,0.9641383956
0.7975002697,0.1207935238,0.8981435717
0.9008959565,0.1450947226,1.311769231
0.7917764675,0.1124084331,0.9167620861
0.9029255312,0.1483601078,1.369639973
0.8989565459,0.1969514227,0.9404066396
0.7258027724,0.09194800325,0.7661383122
0.9038467891,0.1187268534,0.9477369012
0.9028242915,0.2051106898,1.105056185
0.801948784,0.1004477971,0.8152142791
0.9072708776,0.1954325686,1.074656659
0.9072597477,0.1214665076,0.9541975976
0.6923170165,0.07573964027,0.6967807294
0.9068219158,0.151768015,1.30633001
0.9155173778,0.1835717029,1.064611251
0.9075989678,0.2169299711,1.107142645
0.9054688353,0.4384900802,1.096140868
0.9090254516,0.3867374341,1.110901751
0.8995627388,0.1848500345,1.160510116
0.9064266387,0.1456772039,1.31901573
0.9156962713,0.1545256557,1.359425875
0.7294189383,0.3612520333,0.7694786413
0.6743957071,0.1603922028,0.6782062797
0.905328863,0.173632509,1.417954488
0.9250447001,0.2006658544,1.115349231
0.7818465773,0.4380558912,1.159125706
0.9159703284,0.1747386293,1.111323055
0.9166770756,0.1867887591,1.067998554
0.91259269,0.1900633374,1.0674391
0.9168548116,0.1836833039,1.06339585
0.9093851256,0.2271412468,1.113748449
0.9077402913,0.2737614538,1.106462436
0.9126095086,0.2253483977,1.108554668
0.9463200667,0.1704569157,1.149286706
0.9457970186,0.1682469507,1.142910464
0.9229245308,0.1234191822,0.9778592649
0.7102386682,0.07707516487,0.7148146336
0.8928396447,0.1167609655,0.930197895
0.9368625175,0.2262581797,1.091569969
0.9248665473,0.1859390659,1.115178594
0.9241528946,0.3839362591,1.117244143
0.9247537942,0.2202423894,1.225258393
0.9494677295,0.1797557706,1.13108081
0.9355332629,0.1493608191,1.244621684
0.939645381,0.2228607223,1.097985866
0.9498435461,0.143030567,1.036191459
0.8926615645,0.3940681017,1.32180226
0.8926463098,0.3329120907,1.118014794
0.8917443535,0.1163645517,0.9307906231
0.9562663572,0.3747717654,1.576045173
0.9488108914,0.1878579025,1.1362454
0.9588552914,0.2763662634,1.104560877
0.795963747,0.297905522,1.337331674
0.9548801266,0.2228343036,1.080759955
0.9617469412,0.1544988059,1.43982255
0.9549025889,0.1378397476,1.048843631
