CS_barriers_k10
0.8709913788
0.878694084
0.829591909
0.8741215998
0.7173543853
0.7383470411
0.8465088877
0.916641278
1.912682067
0.4933955338
0.3773407026
0.4399773922
0.4613676925
0.8812418604
1.98838643
0.8674035702
0.9070415374
0.89601623
0.9007458405
0.8715442388
0.8082318721
0.7198625847
0.9372447595
0.8041908384
0.9446213048
0.7967161782
0.9467109963
0.9090763318
0.7276041348
0.9146950788
0.9601606264
0.8057306175
0.9611045356
0.9341576606
0.6889190607
0.9829298672
0.9312961195
0.9649787052
0.9171068015
0.936756988
0.9187228747
0.9720487078
0.9291495862
0.72837236
0.6793916823
0.9333686914
0.9384542237
0.7861868647
1.867394222
0.9403446784
0.9243146756
0.9284603418
0.9221559807
0.9247041599
0.9407580809
0.9706631599
0.965826331
0.9547282014
0.7118883802
0.9270501887
0.9573144767
0.9490948665
0.95189404
0.9515991173
0.9760743313
0.9617943869
0.9699059861
0.9716699823
0.9016010066
0.9486765792
0.948351489
1.018418821
1.041941039
0.9901492301
0.8001768218
0.9790170299
0.9930032642
0.9765152375
0.67487404
1.096059227
0.98001148
1.000655562
0.9913426957
0.9778850212
1.965311955
0.9801857864
0.9798156158
0.9950359819
0.9780069937
0.977344587
0.9421148224
0.8789582204
0.942099235
0.7225471873
0.9675974217
0.9521514181
0.8934417038
0.9633906629
0.9748510159
0.7876613962
1.056043645
0.9905071127
1.044332162
0.9915831979
1.005289017
1.034242115
0.9782918546
0.9933551776
0.8032013698
1.239131174
0.8186129427
1.046137001
1.011179029
1.046422474
0.8244624833
0.9871810396
0.8856764835
0.8178261895
0.9858640704
0.8142300236
0.9684756328
1.017742518
1.026245805
1.042786907
1.020805835
1.019555695
0.9681931658
0.9891082662
0.9462584285
0.9930520259
0.9581548014
0.7172794047
0.9592183092
0.9944117045
0.9950807982
0.7695824428
0.9843791246
0.960995268
0.6948327827
0.9867071332
0.9489648556
0.9884419541
1.022562772
0.8752225329
0.9960838179
0.9533342994
0.9841372328
0.9639630019
0.9567111698
0.9619222005
1.007599644
0.9483176777
0.9944827722
0.942769246
0.973870579
0.9835045522
1.00080394
1.947036822
0.9754863579
0.9318145697
1.054291597
0.9796127182
0.9861051208
0.9327396391
0.9807737823
1.010644317
1.023150614
0.6653629423
1.02356498
0.947280009
0.899455377
0.9768197016
0.7606066341
0.8835638555
0.9090044631
0.9992484156
0.9097114659
1.067074485
0.9951491868
1.011194683
1.041568481
0.9360783889
1.010332833
1.04266514
1.062329097
0.9987346463
0.9617733168
1.051435802
0.8659283025
0.8744290474
0.8644450536
0.8650862977
0.8696763803
0.9360775832
0.9532151184
0.8781383948
0.9595998414
1.043578453
0.927231284
0.9983715123
0.990267032
0.9859569328
1.006073767
0.9941083928
1.967809829
0.9824927633
1.032516064
0.9095785639
0.9416259388
0.9077272626
0.9032201761
0.8329318951
0.6679720448
0.8300376608
1.039474648
0.9647890158
0.9195167932
0.9164348721
0.9625105036
0.9938319153
0.8404566107
0.8188736216
0.9259265863
0.9993396134
0.8910795624
1.016195234
1.002864045
0.7570218806
0.8511633417
0.889047456
0.8563824376
1.011230017
0.8566713207
1.007907554
1.154037614
1.009970014
1.009983321
1.036068145
1.008561129
1.028368649
1.020124362
1.007972287
1.043298705
1.059130434
