CS_barriers_k10
0.871042888
0.9324800504
0.832956461
0.8314583319
0.7175498847
0.7361677716
0.8591898649
0.8780283318
1.987528243
0.493389547
0.3773407026
0.4234323235
0.4839026028
0.8820391404
0.8879311513
0.8720058577
0.9963617472
0.8960162454
0.8422930769
1.036593086
0.809875257
0.7201428376
0.922014972
0.8048289258
0.9572125077
0.9678534849
0.9644709891
0.9818982681
0.7270093046
0.9157772733
0.9277517641
0.9019839699
0.9344812138
0.918356052
0.6908236182
0.9953023929
0.9434043553
0.937707118
0.9158618471
0.9443129532
0.9119634613
0.9561077385
0.9484100464
0.7282229386
0.6800010761
0.9606214649
0.9394080357
0.7853793744
0.9322694143
0.970223097
0.9237667885
1.087537497
0.9223746204
0.9226072196
0.9235123191
0.9653729984
0.9656911499
0.985700423
0.7137888361
0.9232737128
0.9618957753
0.9412818325
0.9371127308
0.9554856238
1.021249269
0.9679432092
0.9608398296
0.9769559082
0.9223105924
0.9522158032
0.9010020268
0.9776296916
0.9667296143
1.898448648
0.8001453439
0.9776506849
1.034242115
0.9785812638
0.6736051182
0.9611481089
0.9875918549
0.9936672722
0.9813704718
2.147281228
0.9801060503
0.9793409623
0.9763974589
0.9907664109
0.9893429234
0.9807423339
0.9238189561
0.8955284283
0.9387939189
0.7180501231
1.008147643
0.939485454
0.892974829
0.7910359393
0.9425049871
0.7828754822
1.002092189
0.9901536315
0.9897278389
0.9919274596
1.037168843
0.9836481488
0.9601017891
0.9868635286
1.000980693
1.005776762
0.806929227
0.9985013231
1.001920127
1.089002945
0.8244458188
0.9862200748
0.7502945257
0.8182095434
0.9797341103
0.8164264664
0.9725618067
0.9822959655
1.027760488
1.026783281
1.049068395
1.005321918
0.9735415763
0.9881206795
0.9779120031
0.9565124959
0.9639419046
0.7124365889
0.9624829901
0.9910446791
0.9805478751
0.7697477442
0.9909309614
0.9699490692
0.694832783
0.995795082
0.9220325739
0.9964535171
1.074455939
0.9637160116
0.9915410774
0.9374058953
0.9438510804
0.9633521576
0.9788078255
0.9691031265
1.016230467
0.9913984292
0.9325329907
0.9730010602
0.9836889708
0.9850390718
0.9738053685
1.92665073
0.9687463467
0.8714381015
0.9811246711
0.9723299644
0.9650590661
0.9917910832
0.9831147302
0.9884012004
0.9737289714
0.6666229029
1.007757861
0.9291159722
0.973805026
2.066868992
0.7673733169
0.9073931263
0.9167249175
1.033441882
0.8632337721
1.011880635
0.9868113611
1.041568481
1.073058376
0.8949179723
1.045052962
1.020941522
0.993698108
0.9965533728
0.9613599611
1.017631633
0.8666228437
0.8695654503
1.047188596
0.86763257
0.8652092485
1.059967796
1.017499069
0.8776768191
0.9539818541
1.027594757
0.9067203212
0.998701316
0.9933521769
0.9768663419
1.02590025
1.033078996
0.9542555549
0.8832159961
0.8310150544
1.026454382
0.9082807592
0.9533440523
0.9504535515
0.8346101565
0.6673562698
1.067860333
1.003209352
0.9612665888
0.926442447
0.9185678819
0.9469565379
1.056264067
0.8934062732
0.8375080079
0.8877919835
1.013970223
0.8922747003
1.046640025
1.023235035
0.7615990486
0.8499652088
0.9110936991
0.8552868342
1.069188644
0.889440146
1.003031643
1.009976045
1.045423913
1.009709408
1.014375063
1.012098097
1.012739476
1.019225111
1.009686
1.027949071
1.05691798
