CS_null_raster,CS_forest_areas_k10,CS_forest_areas_k100,CS_forest_areas_k1000,CS_forest_motorways_k10,CS_forest_motorways_k100,CS_forest_motorways_k1000,CS_barriers_k10,CS_barriers_k100,CS_barriers_k1000
0.8358443288,0.1009131368,0.01347843649,0.001463043106,0.1012027632,0.01350333958,0.001463731227,0.8408194878,0.8561142769,0.873550887
0.8025245782,0.1123930769,0.01553249987,0.001683185078,0.1126994108,0.01555512639,0.001683756105,0.8077329859,0.8227410375,0.8392448299
0.8072486214,0.1468821798,0.02091462844,0.002258004289,0.1472087669,0.02093813128,0.00225859448,0.8129968888,0.8294966432,0.8475591889
0.7157262353,0.2106111767,0.04470257806,0.00526282722,0.2107194585,0.04471734448,0.005264557444,0.7180615234,0.7237144507,0.7287068621
0.9098569861,0.1194312421,0.01716103795,0.001926463651,0.1199353682,0.01721121755,0.001928002369,0.9203971853,0.9558764857,1.003373515
0.8004704822,0.2729951176,0.1739153741,0.1572256466,0.2733134263,0.173937312,0.1572261485,0.8060487834,0.821746921,0.8386131345
0.9014508111,0.1471522704,0.02319847019,0.002659828912,0.1478019097,0.02326137402,0.002661625183,0.9146911344,0.9585592165,1.013892704
0.7922283359,0.09014943593,0.01146762411,0.001221211747,0.09034602187,0.01148341533,0.001221634403,0.7954872482,0.8049340543,0.8148021493
0.903498463,0.1330850345,0.0203154159,0.002322527743,0.1337066969,0.02037625971,0.002324306573,0.9161707774,0.9585742275,1.01296714
0.9000374094,0.1358353295,0.02089405614,0.002391223477,0.1364582434,0.02095502115,0.002392999658,0.9124588777,0.953796803,1.006443856
0.7218777747,0.07857279155,0.009347311648,0.0009665568781,0.07876344173,0.009368038706,0.0009686478243,0.7282279533,0.7397526612,0.7475512251
0.9037193255,0.123098817,0.0181185591,0.002051027342,0.1236550196,0.01817420904,0.002052719764,0.9146950814,0.951604058,1.000101404
0.903941114,0.1230710669,0.0180993957,0.002048257793,0.1236260229,0.01815497999,0.002049950489,0.9148864982,0.9516941091,1.000096965
0.8025860417,0.109381826,0.0150767879,0.001634174743,0.1096853811,0.01509929969,0.001634744362,0.8077137473,0.8225402107,0.8388976969
0.9080181033,0.1353022415,0.02058200857,0.002348965293,0.1359338866,0.02064357839,0.00235076045,0.9213777963,0.96628053,1.024092379
0.906906939,0.1351857593,0.02059778255,0.002351771355,0.1358161882,0.02065924806,0.002353563258,0.9201457882,0.9645755681,1.021679031
0.6904191743,0.08375353893,0.01046462432,0.001093628286,0.08383777158,0.01047471786,0.001094650726,0.6925684632,0.6974035122,0.7015118235
0.9070996066,0.1225738726,0.01798036467,0.002033954103,0.1231283956,0.01803616244,0.002035664019,0.9181980608,0.9555643159,1.004958104
0.9149032159,0.1237402517,0.01825142105,0.002070520805,0.1243207559,0.0183100668,0.002072325658,0.9271074838,0.968450538,1.023412683
0.9086432169,0.1191567273,0.01714374498,0.001926221773,0.1196664227,0.01719453657,0.001927780332,0.9191657846,0.9545145739,1.001679631
0.9051286073,0.118324271,0.0169713072,0.001904114151,0.1188236753,0.01702075754,0.001905624616,0.9152609677,0.9492731656,0.9944958071
0.9096563532,0.1194126725,0.01719809406,0.001933255265,0.1199258861,0.01724933266,0.001934829943,0.9203059636,0.9560808037,1.003849407
0.9001655897,0.1416655,0.02221860678,0.00254932883,0.1423052695,0.02228086741,0.002551119617,0.9130386583,0.9557146646,1.00965843
0.906279241,0.1237652252,0.01831056152,0.002077191759,0.1243364425,0.018367601,0.002078920091,0.9177669164,0.9565140937,1.007451296
0.9149032159,0.1237402517,0.01825142105,0.002070520805,0.1243207559,0.0183100668,0.002072325658,0.9271074838,0.968450538,1.023412683
0.7284302599,0.07751884606,0.009341569862,0.0009752421711,0.07762000567,0.009349064276,0.0009754419223,0.7301142985,0.7346854482,0.7390634832
0.674122779,0.07778011485,0.009351845499,0.0009674286834,0.07785064182,0.009359300877,0.0009681384014,0.6759345702,0.6798775243,0.6831302679
0.9062079175,0.1266090529,0.01895169626,0.002157649635,0.1272037279,0.01901056425,0.002159406488,0.9182955901,0.9590683817,1.012271358
0.9255962154,0.1305458934,0.01899233385,0.002126419467,0.1310575517,0.01904338545,0.002127984322,0.9384083886,0.9824481803,1.04267513
0.7835070062,0.08946499493,0.01142373168,0.001217437443,0.08965948664,0.01143933168,0.001217853516,0.7866118306,0.7956013005,0.8051266642
0.9166773454,0.1225435819,0.01764834228,0.001979446247,0.1230481639,0.0176986927,0.001980991756,0.9279449486,0.9662061229,1.018004776
0.9171452116,0.1277291125,0.01907762185,0.002171205406,0.1283419459,0.01913861267,0.002173039298,0.9303828009,0.9755732587,1.035441194
0.9127623058,0.1274700026,0.01909016925,0.002174212781,0.1280790833,0.01915054074,0.002176015859,0.925599099,0.9692211195,1.026624164
0.9165956868,0.1340121367,0.02036539705,0.002326998463,0.13465922,0.02042859897,0.002328833213,0.9307493202,0.9789384953,1.04197292
0.9096120223,0.12658011,0.01892875887,0.002154799644,0.1271796779,0.01898822022,0.002156578412,0.9220064495,0.9639793468,1.019043363
0.9085171571,0.1264375156,0.01890497047,0.002151910521,0.1270347037,0.01896417279,0.002153681159,0.9207868489,0.9622873473,1.016655731
0.9132261948,0.1218169782,0.01779859428,0.002012724478,0.1223719639,0.01785477719,0.002014463737,0.9247824396,0.9636758097,1.015453507
0.9475121766,0.1311521589,0.01968682775,0.002258913596,0.131820342,0.0197600899,0.002261386826,0.9674417441,1.030809949,1.111442963
0.9476900473,0.1328168955,0.02008152943,0.002311554175,0.1335048075,0.02015793236,0.002314176862,0.9668705123,1.030215659,1.113086734
0.9226174441,0.1232024306,0.01804531124,0.00204468411,0.1237763296,0.01810422348,0.002046536879,0.9354255431,0.9782955074,1.03549941
0.7073945363,0.07977384353,0.009572271057,0.0009909547242,0.07989997602,0.009587671926,0.0009925613323,0.7107230144,0.7177802701,0.7234274432
0.8931154741,0.1218905826,0.01732497419,0.001923012938,0.1222828466,0.01736029678,0.001924012908,0.9018458462,0.9308950099,0.9675523968
0.9362773643,0.1284194805,0.01904776741,0.002171706265,0.1290535404,0.01911478322,0.002173885992,0.9520094615,1.004933049,1.075346392
0.9258341256,0.1270405178,0.01837734109,0.002061753405,0.127561438,0.01842963218,0.002063366735,0.9386791561,0.9822459936,1.041523454
0.9246429912,0.1271010351,0.01839674048,0.002062835938,0.1276170827,0.01844841817,0.002064426238,0.9372414765,0.9801609702,1.03864831
0.925488086,0.1273739556,0.01843508176,0.002067350937,0.127892212,0.01848701693,0.002068950692,0.9382577993,0.9816948619,1.040868457
0.9505914854,0.132277891,0.01989813173,0.002285020866,0.1329527937,0.01997252237,0.002287543135,0.9727337471,1.040828824,1.125049679
0.9360943106,0.1286845297,0.01908263609,0.002175074243,0.129318805,0.01914956978,0.002177248179,0.9517841011,1.004698717,1.075195735
0.9389440969,0.129619755,0.01926933908,0.00219997857,0.1302645498,0.01933814945,0.002202241092,0.9553385419,1.010373526,1.083430495
0.9497179089,0.134527526,0.02048609285,0.002365087195,0.1352327974,0.02056536462,0.002367845429,0.9694404658,1.035145552,1.121554778
0.8921451995,0.1235449917,0.01755904331,0.001948586155,0.1239330997,0.01759403053,0.001949575804,0.9008700463,0.9297854953,0.9658182854
0.8921451995,0.1235449917,0.01755904331,0.001948586155,0.1239330997,0.01759403053,0.001949575804,0.9008700463,0.9297854953,0.9658182854
0.8921451995,0.1235449917,0.01755904331,0.001948586155,0.1239330997,0.01759403053,0.001949575804,0.9008700463,0.9297854953,0.9658182854
0.9566969646,0.1394654186,0.02165941268,0.002522135702,0.1402233405,0.02174703643,0.002525295679,0.9786556955,1.053479424,1.153096025
0.9488569314,0.1326449852,0.02005139952,0.002308230066,0.1333328801,0.02012780803,0.002310851085,0.9686950278,1.033411223,1.117309342
0.9566969646,0.1394654186,0.02165941268,0.002522135702,0.1402233405,0.02174703643,0.002525295679,0.9786556955,1.053479424,1.153096025
0.7963380433,0.1150352821,0.01728452561,0.001922102606,0.1182751277,0.01822767766,0.002050588731,0.8261272433,0.8745906139,0.9049053511
0.9534843867,0.1362112847,0.02038248704,0.002329663913,0.136870842,0.02045462881,0.002332072088,0.9840608808,1.064208757,1.15144237
0.9618097114,0.1652689132,0.0247439589,0.002804020608,0.1659638958,0.02482139234,0.002806662944,1.016981793,1.133803898,1.241886228
0.9553696493,0.1344007057,0.02033617296,0.002341606578,0.1350949506,0.02041363587,0.002344269871,0.981303121,1.057949461,1.149867242
0.6703062125,0.06792747908,0.007774939438,0.0007951211613,0.06799492669,0.007777659423,0.0007951764066,0.6729495901,0.6780347418,0.6813366429
0.9305984254,0.1249786722,0.01833180382,0.002079560339,0.1255646057,0.01839274952,0.002081503315,0.9448936973,0.9917838045,1.053822039
0.9580508397,0.1407989322,0.02194528722,0.002559602287,0.1415687425,0.0220346866,0.002562847943,0.980500922,1.057295184,1.159826085
0.9707684221,0.1431415957,0.02237868195,0.002621265481,0.1439367581,0.02247352592,0.002624782213,1.014741868,1.140602646,1.281125492
0.9565341097,0.1368205017,0.02058918507,0.002359812352,0.1374967351,0.02066381413,0.002362333174,0.9909396392,1.079531861,1.173073029
0.9560245273,0.136908119,0.02058048073,0.002357146581,0.1375808945,0.02065459367,0.002359644251,0.990179768,1.07782783,1.170298126
0.9560245273,0.136908119,0.02058048073,0.002357146581,0.1375808945,0.02065459367,0.002359644251,0.990179768,1.07782783,1.170298126
0.9562020027,0.1349951591,0.0203890287,0.002344569276,0.135684229,0.02046565666,0.00234718953,0.9848297571,1.065678945,1.158633159
0.9548640249,0.1344038785,0.02025838559,0.002327117847,0.1350858727,0.02033391266,0.002329687286,0.9822997628,1.060469956,1.150830682
0.9537631332,0.1370589844,0.02049510273,0.002341262733,0.1377179892,0.02056716522,0.002343666181,0.9855465278,1.06724784,1.155029878
0.9537631332,0.1370589844,0.02049510273,0.002341262733,0.1377179892,0.02056716522,0.002343666181,0.9855465278,1.06724784,1.155029878
0.9531895809,0.134554115,0.02017736408,0.00231031482,0.1352190249,0.02025028537,0.002312761893,0.981182847,1.058331171,1.145175968
0.90970725,0.3238215714,0.2062557629,0.1862012776,0.3242718969,0.2063001259,0.1862027017,0.9202931365,0.9563551604,1.003859508
0.8223524169,0.1873878616,0.03131649296,0.003546997967,0.1915390359,0.03254541703,0.003715576354,0.8591498031,0.9266874364,0.9693136436
0.9138101001,0.1213911985,0.01744797222,0.001956201598,0.121890144,0.01749763187,0.001957723337,0.9246856553,0.961571106,1.011354143
0.7178810721,0.203332765,0.04255919559,0.004983724365,0.2034477237,0.04257457778,0.004985480685,0.7203747735,0.7263872503,0.7316905898
0.9334211403,0.1356165509,0.0196416962,0.002199383697,0.1361558894,0.01969628894,0.002201082546,0.9482098687,0.9972833955,1.063398652
0.9268793219,0.1239655163,0.01806990713,0.002043085204,0.1245277808,0.01812767563,0.002044905308,0.9402258722,0.984295862,1.043082306
0.8851137869,0.1301375877,0.01901400902,0.002127188643,0.1304987704,0.01904612157,0.002128088139,0.8938575532,0.9219319645,0.9539582459
0.785771833,0.1571874952,0.02458433122,0.002717130219,0.1594000828,0.02531583552,0.002821249306,0.806415008,0.8426809722,0.8668034574
0.9229359577,0.1242544781,0.01795966491,0.002018226,0.1247782854,0.01801240027,0.002019856245,0.9352592152,0.9767989566,1.033062555
0.7794908411,0.3199858152,0.2268617469,0.2073375618,0.3203518532,0.2269112023,0.2073545192,0.7846648751,0.7981745165,0.8116691064
0.9674919149,0.1407245363,0.02197495723,0.00257200758,0.141510562,0.02206789048,0.002575427287,1.001241205,1.104152212,1.228695245
0.9667464307,0.1403926761,0.02189907012,0.002561560263,0.141175191,0.02199135416,0.00256494777,0.9991751158,1.099061903,1.221118235
0.9667464307,0.1403926761,0.02189907012,0.002561560263,0.141175191,0.02199135416,0.00256494777,0.9991751158,1.099061903,1.221118235
0.9667464307,0.1403926761,0.02189907012,0.002561560263,0.141175191,0.02199135416,0.00256494777,0.9991751158,1.099061903,1.221118235
0.9667464307,0.1403926761,0.02189907012,0.002561560263,0.141175191,0.02199135416,0.00256494777,0.9991751158,1.099061903,1.221118235
0.9619668946,0.1413243449,0.02211369878,0.002586533268,0.1421099447,0.02220574184,0.002589906755,0.9866812891,1.069590301,1.179116936
0.9269500074,0.131855897,0.01921098448,0.002150234706,0.1323691455,0.01926217723,0.002151803509,0.9400561888,0.9851235587,1.046787721
0.969784383,0.1542893026,0.02428037665,0.002848628893,0.1551340799,0.0243815262,0.002852442252,1.000849678,1.101882641,1.231563027
0.797279265,0.1267083488,0.01741681358,0.001873628545,0.1488032512,0.02076529392,0.002238473193,0.9277616802,1.019346138,1.060221883
0.979262834,0.1501513533,0.02406375071,0.002846893786,0.1510242846,0.02417047877,0.002850984581,1.106663559,1.299295037,1.470819033
0.8008968998,0.1163455958,0.01764966891,0.001967584695,0.1199605795,0.01870022732,0.002109890574,0.8318143726,0.8835472347,0.9158970223
0.977072598,0.1541341845,0.02458022164,0.002894407825,0.1549607552,0.0246828557,0.00289834009,1.061758207,1.272711728,1.46345008
0.978465849,0.1579839149,0.02508348433,0.002950754981,0.1588182874,0.02518766435,0.00295476658,1.079156359,1.31732365,1.521470655
0.978465849,0.1579839149,0.02508348433,0.002950754981,0.1588182874,0.02518766435,0.00295476658,1.079156359,1.31732365,1.521470655
0.8162298275,0.1471837017,0.02663652707,0.003147950225,0.1508120772,0.02782894307,0.003314815802,0.8428497454,0.8957649026,0.931759491
0.963746452,0.1571984718,0.02462151718,0.002869825607,0.1580193288,0.02471769666,0.002873390496,0.9892146202,1.076984512,1.193755921
0.7467428134,0.08418428077,0.01020608694,0.001061601914,0.08467564539,0.01026676717,0.001068060698,0.7591190226,0.7791097622,0.791684821
0.8139775259,0.1453260472,0.02604771342,0.003068664968,0.1490013675,0.0272426582,0.003235461881,0.8403526726,0.8923299508,0.9274559095
0.9548756464,0.4524598533,0.3641808808,0.3438247091,0.4539118564,0.3645496836,0.3438519529,0.9917986226,1.105936604,1.237227129
0.8088255876,0.3600548439,0.2606990638,0.2392797752,0.3623457918,0.2615600724,0.2394086557,0.8229089243,0.855114292,0.8809470727
0.9441489843,0.1512942206,0.02243205442,0.002525242054,0.1518898661,0.02249430534,0.002527217347,0.9646765101,1.024714914,1.099689363
0.9564237644,0.4524249503,0.3638916558,0.3433476015,0.4538822405,0.364265908,0.3433754126,0.9940724757,1.110565385,1.244589718
0.9778598175,0.1486373433,0.02380274716,0.002816633899,0.1495053541,0.02390869174,0.002820687193,1.055579798,1.213719339,1.373335524
0.9746396211,0.2239484182,0.06163113724,0.02486783111,0.2246688005,0.06171546266,0.02487064427,1.028707563,1.356423691,4.144470454
0.9721759276,0.2346192187,0.0556311503,0.02369648719,0.2353412425,0.05571566284,0.02369930608,1.022847465,1.344291902,4.129022279
0.9806259312,0.1636601721,0.02642998509,0.003128257383,0.164583094,0.02654449123,0.003132725423,1.032521971,1.180287604,1.350320378
0.9494854589,0.1506965477,0.02347568671,0.002717178136,0.1514481331,0.02356174518,0.002720266534,0.9688164663,1.036649871,1.12850292
0.9645122345,0.1561280525,0.02451400401,0.00286044468,0.1569512098,0.02461052865,0.002864025774,0.9904925698,1.079644644,1.197919803
0.9311861976,0.19134334,0.03116806855,0.003618553383,0.1921113367,0.03124211156,0.003620491801,0.9490430072,1.010306206,1.090201757
0.9295597876,0.1324877381,0.0196151497,0.00222424532,0.1331118924,0.01967825339,0.002226198009,0.9443133324,0.9950991893,1.063247371
0.9392556771,0.1772240182,0.03198987575,0.003907613356,0.1780703247,0.03207150025,0.00390961719,0.9596776979,1.029859678,1.120879213
0.709791997,0.07434209441,0.008842405325,0.0009182935377,0.07442240626,0.008848241453,0.0009184523869,0.7111041008,0.7145322636,0.7175136749
0.9413264377,0.3939195409,0.301579847,0.2863325269,0.3944816441,0.3016386945,0.2863345014,0.9594126148,1.017585293,1.094385607
0.9413264377,0.3939195409,0.301579847,0.2863325269,0.3944816441,0.3016386945,0.2863345014,0.9594126148,1.017585293,1.094385607
0.955052139,0.2007702568,0.03431123819,0.004102493252,0.2014170807,0.0343824096,0.004104716245,1.034261726,1.14783658,1.246825966
0.7624068259,0.09142252467,0.01121109034,0.001165824167,0.09417630172,0.01151215827,0.001196405462,0.8264084627,0.8896992962,0.9145135086
0.9595440108,0.2115619464,0.05045435995,0.008143819283,0.2125430618,0.05056391185,0.008146139739,0.9856582198,1.078094835,1.198836134
0.9356523486,0.1770716808,0.0261202127,0.002880917188,0.1775925584,0.02617171671,0.002882486472,0.9512752582,1.005305311,1.079157948
0.6872320407,0.09471223254,0.01288417078,0.001383687236,0.09477715481,0.01288896572,0.001383958239,0.6884777793,0.6914991654,0.6940117175
0.9557804684,0.1549092175,0.03753718185,0.008022264213,0.157069195,0.03823311452,0.008086275375,1.01668832,1.408328579,4.83167722
0.8924878533,0.1161717546,0.01631113728,0.001811371273,0.1165977763,0.01635177497,0.001812575973,0.9010271624,0.9295538615,0.9665329092
0.9640175966,0.2168743561,0.05710716704,0.02408000558,0.2175773433,0.05719065407,0.02408282021,1.035416563,1.378962031,4.172183066
0.9116083301,0.1857986131,0.05609890127,0.03440603194,0.1862541451,0.05615565437,0.03441336399,0.9265645812,0.9743303789,1.027705492
0.8668352656,0.4335478749,0.3600216585,0.3458069903,0.4348875978,0.360867274,0.3465606335,1.014305116,1.1501994,1.222771654
0.9727476847,0.1670765896,0.04080055534,0.008392367019,0.1696059911,0.04150559541,0.00845529289,1.041142073,1.479976187,5.32836815
0.924849752,0.2168523247,0.1071904085,0.0885130353,0.2173904121,0.1073022401,0.08855728097,0.997288082,1.116638428,1.207022091
0.9162729112,0.2181268863,0.1072508024,0.08851938645,0.2186534444,0.1073615017,0.08856353881,0.9387949346,1.003958797,1.068647952
0.9393029515,0.4226950931,0.3224183349,0.2985555444,0.4243491227,0.322873874,0.2985929597,0.9950062706,1.119964086,1.239506948
0.9393029515,0.4226950931,0.3224183349,0.2985555444,0.4243491227,0.322873874,0.2985929597,0.9950062706,1.119964086,1.239506948
0.942595215,0.3931103466,0.2733185695,0.2424659634,0.3949814503,0.2739062616,0.2425179647,1.171945315,1.410453439,1.562775987
0.9783278043,0.3968485069,0.2745189592,0.2495230393,0.397595229,0.2746082661,0.2495261013,1.038411615,1.368999811,4.155696351
0.92210774,0.1511180076,0.02343160816,0.002682672884,0.1518151117,0.02349854408,0.002684545187,0.9380994825,0.9924840154,1.063025452
0.9199927162,0.2116269456,0.106399893,0.0884307497,0.2121578535,0.1065109921,0.08847493376,0.9487349764,1.025141385,1.097291283
0.9205086776,0.2112880771,0.106340326,0.08842433913,0.2118189476,0.1064513915,0.08846852143,0.9492933529,1.025765373,1.098265433
0.9405909991,0.3128469352,0.1364206627,0.09505500578,0.3142423725,0.1367531034,0.09508118203,0.9719099294,1.065859221,1.173319473
0.9536725326,0.2362222942,0.05040329243,0.007327928815,0.2371613839,0.0505046352,0.00733016255,0.9773174722,1.060739635,1.170417868
0.951438083,0.1980062157,0.04504781702,0.00682888605,0.1989445809,0.0451492613,0.006831122787,0.9748954364,1.057067445,1.164434909
0.8201876412,0.3043339862,0.2031374023,0.181373806,0.3045807982,0.2031620773,0.1813746901,0.8253610055,0.83956345,0.8519930897
0.9469137042,0.395809546,0.2842395614,0.2563307313,0.3976806613,0.2848161096,0.2563809763,1.975303803,10.53275848,95.04290568
0.8646425788,0.171669134,0.03925175289,0.00596730906,0.1719759262,0.03927724167,0.005967828942,0.8719960767,0.8939834292,0.9161287792
0.9527846122,0.1520891191,0.03724557263,0.008033822776,0.1544195495,0.03796648899,0.008099833016,1.02584436,1.441368861,4.876556547
0.9527846122,0.1520891191,0.03724557263,0.008033822776,0.1544195495,0.03796648899,0.008099833016,1.02584436,1.441368861,4.876556547
0.9286633374,0.4081622463,0.3104604368,0.2922167932,0.4087154389,0.310582456,0.2922698487,1.041471721,1.185204713,1.28465031
0.9194970289,0.2159903144,0.1068784113,0.08847922994,0.216516854,0.1069889401,0.08852336826,0.9424184793,1.008689589,1.075854769
0.953657812,0.1518796148,0.03720446672,0.00802967195,0.1542238477,0.03792674906,0.008095755381,1.029668079,1.451403577,4.889676371
0.9555018467,0.1536261328,0.03738049473,0.00801261322,0.1558184322,0.03808091097,0.008076965125,1.016766383,1.410112699,4.834606488
0.9557804684,0.1549092175,0.03753718185,0.008022264213,0.157069195,0.03823311452,0.008086275375,1.01668832,1.408328579,4.83167722
0.6658370111,0.07499637089,0.008898189266,0.0009196555885,0.07504866314,0.008901926568,0.0009197686535,0.6666133395,0.6685115573,0.6699278225
0.9733627076,0.1535319051,0.03714693003,0.007910015782,0.1556482629,0.03782232956,0.007971681166,1.131916806,1.710195511,5.613525384
0.9016734569,0.2102464672,0.07552973555,0.05118041909,0.211193266,0.07584342574,0.05143672772,0.9165541513,0.9649734579,1.024276874
0.8638537005,0.1991326305,0.03848546979,0.005271656441,0.199428608,0.03850997377,0.005272164266,0.8717337573,0.8946980137,0.9167328162
0.9522120094,0.4490845667,0.3600832779,0.3394933248,0.4505784821,0.3604703903,0.3395226241,0.9907624401,1.105840271,1.235094421
0.7543264266,0.08922114874,0.01082196542,0.001121552554,0.0914487837,0.01101478701,0.001139260061,0.8031306729,0.8591574818,0.8817018415
0.8752777862,0.2041642509,0.09936559601,0.08102316736,0.2052108856,0.09992589482,0.08148526668,0.9181757617,0.9989629573,1.057886506
0.8778107601,0.3758500159,0.27435574,0.2551714054,0.3768846055,0.2749036831,0.2556187758,0.9249523502,1.00650106,1.06392934
0.9661488051,0.2031320122,0.05481558608,0.009472557108,0.2040737068,0.05492749037,0.009474924157,0.9931913227,1.08832748,1.214095154
0.8570957612,0.2211673486,0.1068195601,0.08663211947,0.2220656721,0.1072701283,0.08699039853,0.8745078279,0.9196532248,0.9585319335
0.9814267363,0.1576981285,0.03765147275,0.00792971437,0.1597777051,0.03831561387,0.007990224586,1.092700786,1.486249486,3.215101051
0.9659303938,0.1564454349,0.03750499946,0.007939728633,0.1584452004,0.03816871512,0.008000802408,1.054868495,1.36094522,2.997927652
0.9736146349,0.1557493988,0.03730994248,0.007883173976,0.1576793034,0.03795882215,0.00794292319,1.024758905,1.275899868,2.883303917
0.9736146349,0.1557493988,0.03730994248,0.007883173976,0.1576793034,0.03795882215,0.00794292319,1.024758905,1.275899868,2.883303917
0.8576329735,0.2349271077,0.08693795019,0.0581274599,0.2354661206,0.08710141454,0.05820822621,0.8704127066,0.9039763249,0.9336856361
0.9693272344,0.1560863488,0.03740753371,0.007911866168,0.1580493659,0.03806366321,0.007972271203,1.030338565,1.302185079,2.923349462
0.9739915538,0.1560356836,0.03734659399,0.007884112391,0.1579555482,0.03799374753,0.007943728517,1.024116344,1.272775647,2.878094641
0.9687662924,0.2043407486,0.0539053679,0.009203132074,0.2053083615,0.05401785835,0.009205494423,0.9979286662,1.101492328,1.236847063
0.9738652238,0.1590638758,0.03780890249,0.007925716568,0.1609289163,0.03844778603,0.007984789412,1.023230294,1.26690203,2.866062122
0.9358315321,0.3708017746,0.261839289,0.2438345652,0.3713300131,0.261896518,0.2438374047,0.952180813,1.00879391,1.085805377
0.9856799289,0.1560877685,0.03716967602,0.007817519939,0.1579651976,0.0378039754,0.007875794187,1.028635705,1.256029928,2.842486603
0.8597683532,0.294109004,0.1066774147,0.06054014709,0.2946651637,0.1068432653,0.06062112989,0.8733620186,0.9086901875,0.9397989821
0.8583773557,0.2280081916,0.0855688986,0.05798258689,0.2285545736,0.08573322899,0.05806342954,0.8715477401,0.9059287535,0.9362912968
0.8583773557,0.2280081916,0.0855688986,0.05798258689,0.2285545736,0.08573322899,0.05806342954,0.8715477401,0.9059287535,0.9362912968
0.8597683532,0.294109004,0.1066774147,0.06054014709,0.2946651637,0.1068432653,0.06062112989,0.8733620186,0.9086901875,0.9397989821
0.8576329735,0.2349271077,0.08693795019,0.0581274599,0.2354661206,0.08710141454,0.05820822621,0.8704127066,0.9039763249,0.9336856361
0.9078564312,0.1772654217,0.05428759844,0.03418676012,0.1777161537,0.05434362503,0.03419404705,0.9199780084,0.9598759688,1.007508824
0.933953677,0.2993913991,0.128228341,0.09398183221,0.3007791368,0.1285581295,0.09400800661,0.9646913874,1.053795879,1.153824422
0.8697234166,0.2290122051,0.1043479628,0.08055302227,0.2297951026,0.1046442141,0.08074281878,0.8929416113,0.9455479115,0.9885830989
0.934602487,0.3226348266,0.1399147715,0.09549673204,0.3239902276,0.1402427584,0.09552288297,0.9621338553,1.046087621,1.143774852
0.9688965091,0.2271422218,0.05704102404,0.009497948175,0.2281152668,0.05715362452,0.009500311425,0.9983733219,1.103209034,1.239886558
0.8978708504,0.3604855186,0.2451954895,0.2225099995,0.3615216762,0.245517056,0.2227483963,0.9131617468,0.9621595301,1.020849516
0.9742051418,0.1534983692,0.03710824246,0.007898218499,0.155594376,0.03778038862,0.007959612987,1.328045798,2.056726644,5.999070522
0.9654800158,0.1974227015,0.05189987633,0.008854911867,0.1984062517,0.05201254682,0.008857271694,0.9936716096,1.094126911,1.225252863
