longitude,latitude,date_death,days
5.5521,49.6822,28/03/2019,233
5.5531,49.6829,17/03/2019,222
5.5487,49.681,04/04/2019,240
5.5532,49.6827,04/04/2019,240
5.5529,49.6827,28/03/2019,233
5.5533,49.6825,04/04/2019,240
5.427,49.6299,13/04/2019,249
5.48207,49.75873,25/02/2019,202
5.47905,49.75752,17/03/2019,222
5.556255,49.680091,28/03/2019,233
5.71155,49.60453,05/04/2019,241
5.44399,49.63368,29/03/2019,234
5.68622,49.6039,09/04/2019,245
5.48610,49.70929,26/02/2019,203
5.486097,49.709293,29/03/2019,234
5.486094,49.709292,18/03/2019,223
5.48771,49.70937,18/03/2019,223
5.48983,49.70752,18/03/2019,223
5.489821,49.707522,18/03/2019,223
5.559167,49.691389,20/04/2019,256
5.435111,49.722417,09/04/2019,245
5.459680,49.732353,09/04/2019,245
5.610556,49.570556,01/04/2019,237
5.610558,49.570558,01/04/2019,237
5.610278,49.570556,01/04/2019,237
5.610278,49.570278,08/04/2019,244
5.5631,49.6888,19/04/2019,255
5.45526,49.73551,09/04/2019,245
5.45303,49.72477,10/04/2019,246
5.45316,49.72487,09/04/2019,245
5.571939,49.688225,11/04/2019,247
5.41199,49.74131,11/04/2019,247
5.74247,49.59674,15/04/2019,251
5.557822,49.61125,11/03/2019,216
5.640205,49.589346,31/03/2019,236
5.70732,49.60042,31/03/2019,236
5.71051,49.60242,18/04/2019,254
5.71133,49.60225,18/04/2019,254
5.45775,49.73547,17/04/2019,253
5.45075,49.73258,11/04/2019,247
5.44963,49.72699,18/04/2019,254
5.44987,49.72717,18/04/2019,254
5.700392,49.651486,18/04/2019,254
5.553527,49.605868,12/03/2019,217
5.556507,49.613173,01/04/2019,237
5.69693,49.59586,04/04/2019,240
5.445984,49.676447,06/04/2019,242
5.5016,49.7040,21/04/2019,257
5.5151,49.7055,12/03/2019,217
5.5453,49.6920,01/04/2019,237
5.4785,49.7151,18/03/2019,223
5.47768,49.71522,07/04/2019,243
5.47818,49.71533,18/04/2019,254
5.51106,49.61571,05/04/2019,241
5.69154,49.58918,26/04/2019,262
5.639754,49.668373,19/03/2019,224
5.69314,49.5888,30/04/2019,266
5.6939,49.58904,30/04/2019,266
5.69278,49.58901,30/04/2019,266
5.69318,49.5907,23/04/2019,259
5.69397,49.5889,23/04/2019,259
5.46042,49.71829,02/04/2019,238
5.4555,49.72729,22/03/2019,227
5.45245,49.72732,29/04/2019,265
5.44586,49.67897,13/04/2019,249
5.44823,49.75524,02/05/2019,268
5.45074,49.75363,25/04/2019,261
5.44826,49.755528,02/05/2019,268
5.45191,49.75701,14/04/2019,250
5.44664,49.75429,02/05/2019,268
5.4534,49.75672,26/04/2019,262
5.42983,49.755978,20/05/2019,286
5.68975,49.645722,30/03/2019,235
5.42654,49.7577,08/05/2019,274
5.71449,49.59227,21/04/2019,257
5.70736,49.59226,09/05/2019,275
5.7371,49.64325,25/04/2019,261
5.73885,49.64025,05/04/2019,241
5.715,49.589,15/05/2019,281
5.715265,49.58926,15/05/2019,281
5.714663,49.589095,15/05/2019,281
5.720993,49.588011,18/05/2019,284
5.449775,49.76317,16/05/2019,282
5.745278,49.684444,19/04/2019,255
5.61805,49.63929,06/06/2019,303
5.44443,49.76068,22/05/2019,288
5.4512,49.7659,22/05/2019,288
5.44823,49.76368,22/05/2019,288
5.571081,49.622594,22/04/2019,258
5.63856,49.63212,12/05/2019,278
5.454525,49.777241,26/06/2019,323
5.3925718,49.7287458,25/05/2019,291
5.78606,49.66089,01/06/2019,298
5.62555,49.60147,16/08/2019,374
