time,longitude,latitude,x_lambert93,y_lambert93,x_openStreetMap,y_openStreetMap
2017.56404271309,4.523904,49.9626789,809432.804851011,6985956.04994995,503598.689677652,6439814.99086995
2017.56415601218,4.5239819,49.9626182,809438.528633629,6985949.40158498,503607.361465986,6439804.48685768
2017.56426978691,4.5242589,49.9623642,809458.963603121,6985921.51358785,503638.196964936,6439760.53281491
2017.56438546423,4.5245094,49.962369,809476.939774294,6985922.39513606,503666.082497381,6439761.36344034
2017.56449828767,4.5247033,49.9629843,809489.539650102,6985991.1511026,503687.667346643,6439867.83992342
2017.56461383815,4.5183455,49.9677296,809022.88233437,6986510.54083747,502979.92028808,6440689.05069731
2017.5647289447,4.5164599,49.9686763,808885.481902689,6986613.31417949,502770.016256239,6440852.89412303
2017.56484151446,4.5164197,49.9686705,808882.608200056,6986612.61316031,502765.541212709,6440851.89031912
2017.564954655,4.5164625,49.9686988,808885.62046292,6986615.82219334,502770.305686915,6440856.78819105
2017.56507112506,4.5163674,49.9688031,808878.569925184,6986627.30047788,502759.719203341,6440874.83938348
2017.56518550228,4.5163009,49.9687562,808873.895920977,6986621.98844235,502752.316457204,6440866.7223995
2017.56529813546,4.5206336,49.9669512,809188.824899123,6986427.060517,503234.630414963,6440554.3370213
2017.56541210046,4.5124689,49.9651567,808606.458336344,6986216.05910074,502325.740168483,6440243.78045561
2017.5655255898,4.5112203,49.9663018,808514.37091311,6986341.80086785,502186.74665228,6440441.9503773
2017.56564060122,4.5090441,49.9695126,808351.295350394,6986696.20018763,501944.493176415,6440997.63352829
2017.56575504186,4.5080606,49.9709485,808277.634549751,6986854.67878321,501835.010457219,6441246.15226326
2017.56586891172,4.5077908,49.9706382,808258.925067962,6986819.76983499,501804.976458603,6441192.44638872
2017.56598259132,4.5077597,49.9706071,808256.758476527,6986816.26550422,501801.51442244,6441187.06370496
2017.56609722222,4.5077784,49.9704382,808258.45999568,6986797.49114841,501803.596096918,6441157.83111975
2017.56621074328,4.5078362,49.9703978,808262.695410839,6986793.07353457,501810.030363484,6441150.83885289
2017.56632556443,4.5079525,49.970338,808271.171870317,6986786.57675318,501822.976820265,6441140.48892409
2017.56643968798,4.5083865,49.9703013,808302.407376775,6986783.08691006,501871.289479268,6441134.13705108
2017.56655301877,4.5144228,49.9648965,808747.30115656,6986189.786061,502543.247321546,6440198.75114731
2017.56666841071,4.5182039,49.9633222,809022.149607386,6986019.76889936,502964.157448183,6439926.31344826
2017.56678526129,4.5070644,49.9740517,808199.523515754,6987198.72642393,501724.113980492,6441783.26467257
2017.56689596017,4.5133464,49.969466,808660.267642807,6986696.9252046,502423.423021653,6440989.5683464
2017.56701122527,4.5270527,49.9643688,809655.249372081,6986148.51576453,503949.201358315,6440107.42996542
2017.56712538052,4.5239575,49.9668363,809427.714204626,6986418.87257903,503604.645270412,6440534.45205503
2017.56723804541,4.5178014,49.9681729,808982.87015956,6986559.13248377,502919.351353138,6440765.77131714
2017.56735388128,4.5170161,49.9689721,808924.780866514,6986647.00618228,502831.932157019,6440904.08828264
2017.56746740233,4.5169491,49.9687118,808920.527402772,6986617.94030309,502824.473751135,6440859.03809785
