time,longitude,latitude,x_lambert93,y_lambert93,x_openStreetMap,y_openStreetMap
2012.81935757209,4.3600429,50.2952641,797029.200810475,7022769.55011464,485357.755464828,6497568.27718447
2012.82003860121,4.3557141,50.2973189,796716.473649987,7022993.06164739,484875.875653083,6497926.34384389
2012.82072565728,4.3581631,50.2971885,796891.417581856,7022981.54265109,485148.497086034,6497903.62005726
2012.82141230111,4.3585926,50.2971216,796922.183302033,7022974.61977439,485196.30880733,6497891.96194244
2012.82210084754,4.3567333,50.2964891,796790.763982277,7022901.9039801,484989.3324781,6497781.74216034
2012.82335560192,4.3593903,50.2956816,796981.846651952,7022815.24105656,485285.108365137,6497641.02891597
2012.82404291167,4.357366,50.2941262,796840.420698793,7022639.54787403,485059.764319923,6497369.99492803
2012.82472939695,4.3747419,50.2851334,798097.405476397,7021659.57028863,486994.040659999,6495803.1411907
2012.82540836494,4.3715232,50.2871696,797863.813112171,7021882.32337502,486635.736614981,6496157.89103318
2012.8260976724,4.3672987,50.2933116,797550.563271803,7022561.06079054,486165.467426125,6497228.05151309
2012.82678431623,4.367233,50.2933303,797545.840282545,7022563.06204273,486158.153735581,6497231.30994626
2012.82747206991,4.3672513,50.2884525,797556.552088963,7022019.89874193,486160.190882262,6496381.40760505
2012.82952825758,4.3573058,50.2941811,796836.021091588,7022645.58768382,485053.062886577,6497379.56129765
2012.83021708939,4.3727336,50.2795791,797964.867428991,7021038.56494532,486770.477726639,6494835.539807
2012.83158482577,4.3632937,50.2946619,797262.256729402,7022706.48878208,485719.6328655,6497463.34156002
2012.83227505282,4.3630614,50.2946284,797245.749665038,7022702.47212823,485693.773347786,6497457.50409749
2012.83296264794,4.3768251,50.292527,798231.6836938,7022485.4985755,487225.941423218,6497091.33787234
2012.83364329655,4.3699884,50.2913209,797746.288479657,7022342.70468375,486464.883460513,6496881.18381579
2012.83442174023,4.3643278,50.2937483,797337.783810272,7022606.02510512,485834.748350928,6497304.14584545
2012.83444840817,4.3643677,50.2937271,797340.670982999,7022603.71347394,485839.189998612,6497300.45176051
2012.83447647133,4.3643977,50.2938932,797342.491477949,7022622.24723699,485842.529583334,6497329.39461153
2012.83450558092,4.3645894,50.293682,797356.573373381,7022598.9644923,485863.86952972,6497292.59312304
2012.83453478564,4.3646131,50.2936361,797358.352423347,7022593.88232269,485866.507801651,6497284.59509389
2012.83456326103,4.3643321,50.2937931,797338.004354757,7022611.01930237,485835.22702474,6497311.95221902
2012.83461964105,4.3642923,50.2938142,797335.124512972,7022613.31992246,485830.796509005,6497315.62888412
2012.8346492897,4.3643213,50.2938085,797337.204273831,7022612.7209224,485834.024774236,6497314.63566163
2012.83467526002,4.3643665,50.2938104,797340.425080774,7022612.98822414,485839.056415223,6497314.96673578
2012.83470367199,4.3643364,50.2938379,797338.224898693,7022616.01349992,485835.705698548,6497319.75859994
2012.83473208397,4.3643364,50.2938207,797338.257996479,7022614.09811983,485835.705698548,6497316.7615064
2012.83476097159,4.3643406,50.2938425,797338.515665018,7022616.53093016,485836.173240411,6497320.5601484
2012.83478912988,4.3643504,50.2938086,797339.280007917,7022612.76793035,485837.26417142,6497314.65308659
2012.83481881025,4.3643063,50.2938079,797336.13536316,7022612.63561639,485832.354981877,6497314.5311119
2012.83484630264,4.3641717,50.2937845,797326.578333928,7022609.86389691,485817.371378415,6497310.45367352
2012.83487550736,4.3640384,50.293668,797317.293146841,7022596.72624531,485802.532490294,6497290.15363621
2012.83490410959,4.3641696,50.2937092,797326.573406021,7022601.47595329,485817.137607483,6497297.33269952
2012.83493290208,4.3642557,50.2937256,797332.684036094,7022603.4083731,485826.722215642,6497300.19038664
2012.83496039447,4.3639964,50.2936466,797314.338125242,7022594.29139441,485797.857071679,6497286.42470772
2012.83498975774,4.3646639,50.2936644,797361.921919191,7022597.09642614,485872.162831784,6497289.52633971
2012.83501905758,4.3644667,50.2937189,797347.749205338,7022602.92237406,485850.210628198,6497299.02291678
2012.83504683536,4.3643052,50.293824,797336.025911351,7022614.42714526,485832.232530436,6497317.33653007
2012.83507496195,4.3641533,50.293905,797325.033874104,7022623.26001521,485815.323099786,6497331.45076012
2012.83510302511,4.3641059,50.2939853,797321.497979924,7022632.14374771,485810.046555922,6497345.44303905
2012.83513194444,4.3641468,50.2940285,797324.33256322,7022637.0048813,485814.599523094,6497352.97065094
2012.83516010274,4.3642051,50.2937162,797329.092430018,7022602.29922506,485821.089449407,6497298.5524439
2012.83518876839,4.3642072,50.2937473,797329.182399685,7022605.76508763,485821.323220338,6497303.97159612
2012.8352201928,4.3643009,50.293716,797335.926977299,7022602.39504037,485831.753856625,6497298.51759406
2012.83524584602,4.3645785,50.2938795,797355.415676096,7022620.94451386,485862.656147271,6497327.00738881
2012.83527628742,4.3641597,50.2940038,797325.300339157,7022634.27020543,485816.035544526,6497348.66666831
2012.83530305048,4.3642491,50.2939163,797331.846268019,7022624.63645779,485825.987507001,6497333.41978425
2012.83533155758,4.3614765,50.2939894,797133.91540074,7022629.36270026,485517.34308683,6497346.15746489
2012.83536012811,4.3596298,50.2936332,797002.859535215,7022587.42633882,485311.769383181,6497284.08977204
2012.83538857179,4.3590823,50.2941707,796962.771653866,7022646.60959049,485250.821961973,6497377.74908835
2012.83541704718,4.3594612,50.2945654,796989.044533494,7022691.02852731,485293.000917035,6497446.52619402
2012.83544545916,4.3599929,50.2945339,797027.03467134,7022688.17391343,485352.189490289,6497441.03724774
2012.83547437849,4.3598089,50.294527,797013.921947112,7022687.17945357,485331.706703981,6497439.83490761
2012.8355045345,4.3600913,50.2940375,797035.006451322,7022633.01598318,485363.143328183,6497354.53890428
2012.83553275622,4.3655304,50.2901438,797430.516750994,7022206.11472641,485968.621170557,6496676.08793224
2012.83555955099,4.3684372,50.2884945,797641.079274941,7022026.04158561,486292.204666395,6496388.72526558
2012.83558824835,4.3753338,50.2849798,798139.935341545,7021643.20123794,487059.9306666,6495776.38138213
2012.83561697742,4.3754198,50.2851438,798145.753294824,7021661.57079171,487069.504142806,6495804.95305587
2012.83564532598,4.3749344,50.2852358,798110.941727962,7021671.21248602,487015.469661975,6495820.98111107
2012.83567478437,4.3765692,50.2847903,798228.44898707,7021623.63509194,487197.454765525,6495743.36728416
2012.83570408422,4.375034,50.2839892,798120.465744895,7021532.51780049,487026.557083258,6495603.80359738
2012.83576128869,4.3721266,50.2819319,797917.00011586,7021299.81310213,486702.906795727,6495245.40171095
2012.83578792491,4.3715072,50.2813946,797873.842591713,7021239.21292144,486633.95550313,6495151.80131965
2012.83581646372,4.3700871,50.2808705,797773.523986277,7021179.09129096,486475.870694253,6495060.50145338
2012.8358448757,4.3691794,50.2802426,797709.966814784,7021108.04655285,486374.825992462,6494951.12062466
2012.83587344622,4.3681479,50.2795413,797637.715580968,7021028.67589702,486259.999937706,6494828.95514577
2012.83590236555,4.3686665,50.2762601,797681.055583618,7020663.93338268,486317.730225632,6494257.39860447
2012.83593065068,4.3662052,50.2709034,797515.733033752,7020064.38962947,486043.739562944,6493324.39263267
2012.83595944318,4.3659365,50.2705975,797497.145238641,7020029.99409676,486013.828015768,6493271.11551133
2012.83598874302,4.3593246,50.2710239,797024.433541297,7020069.33213152,485277.79467459,6493345.37962799
2012.83601797945,4.3557478,50.2697536,796771.586576281,7019923.48746902,484879.627119921,6493124.13931033
2012.83604591578,4.3543468,50.2678137,796675.300229773,7019705.75234314,484723.66851332,6492786.29027778
2012.83606579574,4.3550491,50.2667393,796727.479845055,7019586.97204328,484801.848191704,6492599.18088408
2012.83609550781,4.353017,50.2635756,796588.473780057,7019232.19004858,484575.635854464,6492048.23928799
2012.83612296849,4.3420596,50.2646908,795804.217390671,7019343.02449256,483355.863666045,6492242.44128398
2012.83615185611,4.3447569,50.2631257,795999.716521497,7019172.01827738,483656.125728561,6491969.89455836
2012.83618080715,4.3546338,50.268091,796695.254916888,7019736.98267475,484755.617207177,6492834.58343789
2012.83620868006,4.3539754,50.2680111,796648.414783833,7019727.27929537,484682.324454439,6492820.66843072
2012.83623702862,4.352317,50.2699121,796526.422021801,7019936.93812948,484497.712210909,6493151.74395567
2012.8362657894,4.351529,50.2758887,796458.788784647,7020601.50807268,484409.992452163,6494192.70643207
2012.83629442334,4.3510488,50.2773734,796421.691092669,7020766.25334673,484356.536832683,6494451.32137936
2012.83632346951,4.351152,50.2774674,796428.876423092,7020776.84694099,484368.025004135,6494467.69519773
2012.83635204003,4.3514068,50.2777067,796446.60307886,7020803.80589986,484396.389210389,6494509.37890464
2012.83638042029,4.3522277,50.2778819,796504.848845319,7020824.31864701,484487.77138038,6494539.89715472
2012.83640895911,4.3535628,50.2811856,796593.815050187,7021193.84260589,484636.394032539,6495115.39274264
2012.83643797357,4.3587198,50.2828727,796958.562878175,7021388.03461519,485210.468646558,6495409.29639816
2012.83646556109,4.3593684,50.2831782,797004.256833025,7021422.85103036,485282.670468287,6495462.51757426
2012.83649400477,4.3660708,50.2867398,797475.628975128,7021827.71749415,486028.77822338,6496083.0093636
2012.83652352659,4.3674906,50.2894521,797571.697038324,7022131.50836498,486186.829636408,6496555.56967813
2012.83655285814,4.3688544,50.2907433,797666.502807166,7022276.98067844,486338.647157952,6496780.54314924
2012.83657974805,4.3689448,50.2906798,797673.074722437,7022270.02121658,486348.710439919,6496769.47902307
2012.83660822344,4.3681267,50.2909815,797614.127641034,7022302.60650328,486257.639964501,6496822.04682181
2012.8366366037,4.3688448,50.2922256,797662.956134228,7022442.03601519,486337.578490841,6497038.82063926
2012.83666520594,4.3677864,50.292948,797586.05641636,7022521.17322961,486219.757941785,6497164.695281
2012.83669399843,4.3677407,50.2937932,797581.165764711,7022615.23750973,486214.670641055,6497311.96964397
2012.8367227275,4.3670259,50.2939608,797529.85046226,7022633.01820677,486135.099469038,6497341.17391035
2012.83675250299,4.3674113,50.2938587,797557.540817143,7022622.12451864,486178.002000788,6497323.38299358
2012.83678040761,4.367352,50.2939878,797553.061524783,7022636.42773448,486171.400754984,6497345.87866456
2012.83680932694,4.3673068,50.2939514,797549.907271795,7022632.31841677,486166.369114001,6497339.53595951
2012.83683659736,4.3675138,50.2937385,797565.084755433,7022608.86578248,486189.412248596,6497302.43820221
2012.83686735586,4.367107,50.2937526,797536.037377983,7022609.9333851,486144.12747974,6497304.89511759
2012.83689396038,4.3670305,50.2938442,797530.403429649,7022620.03939953,486135.611538696,6497320.85637285
2012.83692478229,4.3670875,50.2938318,797534.493581475,7022618.72894988,486141.956749671,6497318.6956771
2012.83695106971,4.3672887,50.2938129,797548.883155079,7022616.87280101,486164.354231219,6497315.40235968
2012.83698090863,4.3671822,50.2938631,797541.188896716,7022622.33147168,486152.498705449,6497324.14969244
2012.83700941573,4.3672069,50.2938069,797543.059307033,7022616.1035943,486155.248296872,6497314.35686236
2012.83704052303,4.3673359,50.2941296,797551.639528721,7022652.19858847,486169.608511184,6497370.58738048
2012.83706658848,4.3673123,50.2939532,797550.2961564,7022632.52565812,486166.981371201,6497339.84960965
2012.837093193,4.3673865,50.2939724,797555.552364731,7022634.75542501,486175.241277416,6497343.19521183
2012.83712350756,4.3673682,50.2939568,797554.276975897,7022632.99561175,486173.204130736,6497340.47690996
2012.83715188782,4.3672929,50.2938905,797549.033124666,7022625.51946657,486164.821773078,6497328.92413692
2012.83718020467,4.3675942,50.2939564,797570.400004977,7022633.23030309,486198.362335656,6497340.40720991
2012.83720947281,4.3673337,50.2939837,797551.763957629,7022635.9485532,486169.363608304,6497345.16423875
2012.837237314,4.3673165,50.2939061,797550.686605625,7022627.28582613,486167.448913061,6497331.64243501
2012.83726575769,4.3673359,50.293963,797551.960820253,7022633.64613452,486169.608511184,6497341.55726059
2012.83729467702,4.366872,50.2939551,797518.882621333,7022632.19338132,486117.967399405,6497340.1806848
2012.8373234378,4.3672993,50.2939089,797549.454200966,7022627.57638317,486165.534217821,6497332.13033476
2012.8373503277,4.3671918,50.2938218,797541.953376772,7022617.74419385,486153.56737256,6497316.95318095
2012.8373791519,4.367602,50.2935389,797571.761750564,7022586.74746875,486199.230627682,6497267.65811644
2012.83740848346,4.3674004,50.2940792,797556.33797891,7022646.66576735,486176.788618339,6497361.80514861
2012.83743569046,4.3675145,50.2941348,797564.370319426,7022652.99831674,486189.490172238,6497371.49348429
2012.83746435611,4.3674897,50.294145,797562.581484452,7022654.10353929,486186.729448866,6497373.27084207
2012.83749270467,4.3675457,50.2941544,797566.55823435,7022655.21950907,486192.963340352,6497374.90879957
2012.83752146545,4.3675164,50.2942772,797564.231202409,7022668.85822684,486189.701679271,6497396.30682732
2012.83755105069,4.367621,50.2941977,797571.846398807,7022660.13440966,486201.345698007,6497382.45386331
2012.83757860649,4.3676565,50.2941548,797574.461618109,7022655.40096356,486205.29753993,6497374.9784999
2012.83760717702,4.367621,50.294192,797571.857393668,7022659.49966174,486201.345698007,6497381.46063282
2012.83763558899,4.3676102,50.2941902,797571.090425142,7022659.28586981,486200.143447507,6497381.14698111
2012.83766406438,4.3676769,50.2941554,797575.915738375,7022655.49298773,486207.568457545,6497375.08305039
2012.83769269833,4.3676188,50.2941552,797571.771436325,7022655.39892176,486201.10079513,6497375.04820022
2012.83772114201,4.3675381,50.2941791,797565.968430552,7022657.96069272,486192.117312221,6497379.21279583
2012.83775006134,4.3675671,50.2941849,797568.026019373,7022658.64240932,486195.345577455,6497380.22345115
2012.83777967829,4.3675241,50.2941739,797564.979740724,7022657.36432615,486190.558839352,6497378.30669117
2012.83780802684,4.3675682,50.2941803,797568.113362886,7022658.13151581,486195.468028895,6497379.42189692
2012.83783792917,4.3677297,50.2941441,797579.704137882,7022654.2998755,486213.446126657,6497373.11401637
