CS_null_raster,CS_forest_motorways_k10,CS_barriers_k10,CS_barriers_k100
0.8635576742,0.1086039696,0.8702467038,0.8917826483
0.8716684175,0.1515775412,0.8817093986,0.9137639099
0.8242763627,0.1617314621,0.8828361836,1.164485471
0.8282903085,0.101769928,0.8336706623,0.8502217035
0.7154062837,0.09496809177,0.7172767491,0.7218779077
0.7294448177,0.09678648176,0.7333028652,0.7421395328
0.8410423687,0.1027429783,0.8467547972,0.8646418484
0.8664474891,0.1118308421,0.8730609969,0.8940486975
0.8773955326,0.1119305206,0.8847342179,0.9086816187
0.493308391,0.04543740128,0.4933895472,0.4935862513
0.4069662621,0.03720792255,0.4069899933,0.407045658
0.4583671401,0.04201255958,0.4584259187,0.4585533439
0.4933089987,0.04537386471,0.4934099974,0.4936282053
0.8737181893,0.4142599433,0.8917357922,0.9383490195
0.8792366523,0.2265797752,0.9113595918,1.096440431
0.8599733079,0.10886647,0.8661466022,0.8856245515
0.8734827137,0.1995368445,0.9079464619,1.103081124
0.8585728135,0.1703155482,0.8958744793,1.099435842
0.8363050961,0.2123446498,0.9311409277,1.260101095
0.8031488308,0.09342045127,0.8068878295,0.8179607412
0.8040167824,0.1743356758,0.8092048873,0.82310483
0.7177599688,0.07739764989,0.7243315153,0.735955496
0.9104110046,0.1938175199,0.9372514644,1.070344365
0.799876989,0.3854877942,0.8627539113,1.153400724
0.9004095815,0.1746884483,0.9118985569,0.949183884
0.792614021,0.09123690641,0.7957584338,0.8046664938
0.9024859481,0.3771887032,0.9310830787,1.103578155
0.8996753134,0.3065290324,0.9284384621,1.090651861
0.7219832213,0.09349931237,0.7239732809,0.7288910557
0.9032423371,0.1776092413,0.9323937816,1.107633632
0.9037522502,0.1192143672,0.9134036087,0.9460249958
0.8019340907,0.3996862695,0.8575161963,1.146429807
0.9073576717,0.146481731,0.967164149,1.336375213
0.9068907188,0.1854555544,0.9372011165,1.116786576
0.6887560126,0.07284924054,0.6897744828,0.6923453524
0.9055960567,0.1831129546,0.9362109341,1.116938766
0.9155402668,0.1674635744,0.9833305735,1.382854889
0.9077194628,0.191448506,0.9363445581,1.073516945
0.9053145779,0.2436881279,0.9616431181,1.142672016
0.9083803874,0.1905002961,0.9363839093,1.106579934
0.9001545759,0.1451368878,0.954580979,1.313198301
0.9069651883,0.1402956637,0.9204270641,0.9655260943
0.9151608746,0.1255037875,0.9261814263,0.9639265807
0.7267968416,0.0773089813,0.7283723607,0.73252293
0.6817131335,0.07275724288,0.6827748685,0.6855695671
0.9065190416,0.1260633047,0.9184223223,0.9585994353
0.9258711034,0.1247857386,0.9393147942,0.9843000848
0.7840781108,0.09218958183,0.7873510445,0.7968740542
0.916137057,0.1769470862,0.9622502549,1.161451271
0.9169690445,0.1478633884,0.9704924215,1.324496581
0.913197831,0.1849115492,0.9380097062,1.065816184
0.9164838016,0.1615460065,1.019077388,1.394482534
0.9087085323,0.2768716705,0.9367035628,1.106958168
0.9086043194,0.2240472539,1.946712899,10.67632827
0.9128538516,0.149803333,0.9690325365,1.331999661
0.9473959195,0.1742651117,1.011359976,1.289571989
0.9463739754,0.1736007103,0.9753132752,1.139983469
0.9236826822,0.4514793567,0.9474155595,1.020654091
0.7115036278,0.2795348227,0.7208518008,0.7362907471
0.893007317,0.1907193967,0.9229772345,1.10034135
0.9356945023,0.1939306648,0.954755428,1.063793853
0.9248842593,0.1759088187,0.95151768,1.115601297
0.9240459754,0.179564736,0.9510731983,1.117122634
0.9255560669,0.1487901756,0.9956597855,1.367582383
0.9492164039,0.2310606768,0.9749068828,1.131842094
0.93504536,0.1549945913,0.9744379519,1.164465766
0.9388257002,0.4903612298,0.979506978,1.17601346
0.9492861907,0.4255249105,0.9772895414,1.143308308
0.8918415741,0.1954610836,0.9257473252,1.117492094
0.8927559798,0.1447715977,0.9493762142,1.315714655
0.8918389193,0.1249676774,0.901674601,0.9343842053
0.956635306,0.2723915608,0.9883769207,1.16338819
0.9498291101,0.2841218554,0.9708195244,1.079020113
0.9562317987,0.3910030756,1.079883589,1.212144365
0.7955604754,0.1217257037,1.012561081,1.149538591
0.9532272423,0.1831200072,0.9789584344,1.136953971
0.9614021692,0.1557804719,0.9944175858,1.173981201
0.9548515521,0.1833043821,0.9802959065,1.137058501
0.6689449919,0.09160373914,0.670267963,0.6733717717
0.9293656491,0.4425007893,0.9579528565,1.124838483
0.9583189912,0.1381799129,0.9820881914,1.0599788
0.9713437838,0.2206534217,0.9881557032,1.086352104
0.9550264243,0.4566317177,0.9805235202,1.136097148
0.9562253493,0.3880703743,1.098935193,1.588794043
0.9575251002,0.2215448948,0.9766066428,1.081425043
0.9561527726,0.4485021913,0.9945927321,1.183940129
0.9554446005,0.15654997,1.016230295,1.408076414
0.9538322952,0.1433249071,0.9744554697,1.046148016
0.9535342113,0.2854694333,0.9811780675,1.145382548
0.9531985069,0.1342189422,0.9764190459,1.048010226
0.9103946821,0.1562907834,0.9775824816,1.340889185
0.824229722,0.4169179555,0.8359335732,0.8659451957
0.9149032071,0.1243207476,0.9271074866,0.9684505379
0.7197358227,0.3253845831,0.7226246931,0.7292732386
0.9333596575,0.1265894349,0.9483915192,0.9978604371
0.9259152506,0.1795578955,0.9528037171,1.118173508
0.8844657836,0.1456264388,0.9489016978,1.334148379
0.7849752922,0.145362907,0.7900992435,0.8032088803
0.9215769126,0.171724709,0.956266965,1.135145385
0.7800209082,0.1271450245,0.7846313136,0.7971194608
0.9693375785,0.3621602151,0.9924116371,1.108122873
0.9678872174,0.3377926386,1.025043039,1.23838008
0.9663872906,0.1491063907,1.045674392,1.17428713
0.9665640478,0.1840865021,1.043399287,1.488925769
0.9654799766,0.1674867021,0.9966873867,1.169560092
0.9613000474,0.1535535148,0.9960815386,1.183118776
0.9272997261,0.1262718501,0.9405306784,0.9846521224
0.9695878211,0.4306575556,1.069662748,1.333685448
0.7952365287,0.1571419783,0.8147994548,0.85268156
0.9777734563,0.3948283853,1.005384529,1.16494136
0.8021862715,0.4086024351,0.8793433838,1.181402439
0.9762450233,0.1642918437,1.013024957,1.216028602
0.9770268675,0.1774978922,1.004000789,1.161340094
0.9817964391,0.2037328103,1.001238307,1.107214491
0.8163201053,0.1771283325,0.8797220001,1.13799248
0.9633973436,0.1553772958,1.001284752,1.203747625
0.7467164771,0.08695171251,0.7746582627,0.8121119382
0.8132263028,0.2257376674,1.034592057,1.450204336
0.9557312352,0.4575571388,0.9809808466,1.123664629
0.8104458902,0.1185681627,0.8142814831,0.8249089705
0.9444928197,0.1318933494,0.9625936914,1.022514559
0.9580623832,0.2172435559,0.9820861881,1.098363849
0.9774266412,0.1569645709,1.937918333,10.04816426
0.9766734201,0.2462218186,0.9945166726,1.095812354
0.9719988167,0.373510269,0.9917319245,1.096641336
0.9804442648,0.1586334362,1.055563462,1.362715433
0.9488010283,0.1720009439,0.9778877374,1.142813119
0.9633307903,0.3150600338,0.9887114066,1.142799615
0.9299352761,0.4575776052,0.9575161362,1.12214571
0.9289053496,0.1872328359,0.9574503603,1.128469273
0.9392140345,0.2348009089,0.958001605,1.023553349
0.7115684341,0.0754760056,0.7128888532,0.71627675
0.9411034175,0.1605825524,1.191562855,1.708993558
0.9413537321,0.1870679333,0.9598915144,1.066404309
0.9538974394,0.1627708943,1.015469706,1.278200685
0.7644675241,0.0866263985,0.7668022266,0.7730506607
0.9591092368,0.1604861103,1.008795362,1.249841354
0.9358230324,0.1294446901,0.9515789366,1.001833927
0.6908689226,0.08111706832,0.6919562549,0.6945937007
0.9561243097,0.2561175082,1.014943186,1.120345051
0.8919604384,0.116750005,0.900530408,0.9291230798
0.9627420469,0.4801986593,0.9877542664,1.141097427
0.9124928678,0.1220853337,0.9239141095,0.9623308945
0.8675256021,0.1123571589,0.8742215443,0.8954920531
0.9714538848,0.2215643128,0.9969571277,1.150320814
0.9255054736,0.4780817507,0.9517973835,1.101287905
0.9171452092,0.1283420285,0.9303828031,0.9755732577
0.9375144098,0.1583137587,0.9727037184,1.152554535
0.9395880612,0.4490480866,0.979367395,1.164205485
0.9440029963,0.4020412631,0.9686011643,1.094608942
0.9804511269,0.3189347264,1.007631723,1.167246672
0.9215891576,0.1511381924,0.9761151561,1.306814173
0.9191217752,0.4358538348,0.9464588362,1.112604569
0.9207468388,0.1515679402,0.9787631441,1.315979716
0.9406699947,0.3978016631,0.9588069513,1.02250001
0.9536108919,0.162992706,1.020589703,1.289703353
0.9506580759,0.1555444863,0.9850084275,1.167399681
0.8203478249,0.19554846,0.8577070177,0.919182552
0.9465288424,0.1898181163,0.9647036679,1.06920577
0.865368712,0.1113162451,0.8719025,0.8926168544
0.9524476162,0.2631613661,0.9818014622,1.151259319
0.9528928597,0.4490021811,0.9929721873,1.186344418
0.9294288855,0.2276776208,0.9574575036,1.091701386
0.9185932471,0.3905295226,0.945817887,1.111868291
0.9543088644,0.2530742677,0.9753002229,1.049138818
0.9554997071,0.1357108559,0.979094319,1.053319781
0.9558744862,0.3898001043,0.9777425147,1.055108632
0.6643293944,0.09828086026,0.6651718379,0.6671820137
0.9736870646,0.1701074154,1.030582374,1.366878109
0.902537794,0.1464385249,0.9157668208,0.9597183355
0.8631079088,0.452117842,0.9321000979,1.209640593
0.9522495211,0.1753410556,1.03712383,1.484427844
0.7582782469,0.2842900688,0.7606471781,0.7667219974
0.8759177167,0.1445283429,0.9451930794,1.338002035
0.8773752837,0.119180684,0.8850217781,0.909488218
0.9661183895,0.212283899,0.9860590803,1.092584063
0.8562169638,0.1955330376,0.8686127753,0.9012901748
0.9807668596,0.1928313836,1.009171758,1.171770869
0.9652587143,0.1839979434,0.997032703,1.172175519
0.972496204,0.1626886932,1.003716654,1.177644972
0.9733881461,0.1583736866,1.008843212,1.204862773
0.8587020404,0.1066248163,0.8652223639,0.8861023987
0.970465131,0.2427464518,0.9876989383,1.087537702
0.9734937989,0.1923232325,0.9981154192,1.149451916
0.9681591897,0.1606626537,1.010618135,1.232825648
0.9771609755,0.3001254603,1.004855153,1.13384221
0.9360159478,0.4185110555,1.119579871,1.631714588
0.9868028784,0.1905557426,1.006700477,1.107971902
0.8590029944,0.1456613534,1.897488785,10.59969551
0.8595821805,0.3967026801,0.8711997273,0.9061009654
0.8590689395,0.153911043,0.8692032948,0.9003784028
0.8588526576,0.1970648975,0.8691547906,0.8981393449
0.85893241,0.1065767333,0.8652857455,0.8855963222
0.9077378795,0.1497104213,0.9796952398,1.378143861
0.9338568951,0.1913597338,0.9531791547,1.063259465
0.8703917426,0.2103350018,0.8857551818,0.927024274
0.934224049,0.410827167,0.9549709767,1.06696649
0.9674860481,0.1825849358,0.9944134516,1.152149072
0.8988721366,0.1343976432,0.9108793857,0.9508730594
0.9744216718,0.199039885,1.000244805,1.121665379
0.967988367,0.4819249393,0.9948422359,1.143911462
0.9575530419,0.1537330221,0.9920549146,1.176818689
0.9805716291,0.3009404341,1.005175133,1.155228485
0.9726855264,0.1571727458,1.005956206,1.190008572
0.8947201383,0.1834610105,0.9242204701,1.100173485
0.8758335607,0.1444882446,0.9494708977,1.347062345
0.8210036889,0.1213753565,0.8255613058,0.8381861345
0.8974732872,0.1844235913,0.9413302276,1.151649193
0.8981597582,0.1731264663,0.9077125921,0.9395190988
0.897401651,0.2855142086,0.926795662,1.101951773
0.8945926744,0.1477208574,0.9769353519,1.383604696
0.8272206123,0.1520940309,0.8912329904,1.190544025
0.6643135615,0.08813215871,0.6650757611,0.6669573625
0.8246898989,0.09850182835,0.8291624218,0.8426947148
0.9737938154,0.1460118684,1.029146188,1.153137597
0.9068188029,0.3826234295,0.9213645829,0.967451006
0.9058996736,0.1834604143,0.9372313595,1.12047775
0.9062037711,0.2210099195,0.9373753616,1.10596429
0.9074850908,0.3505264487,0.9371762907,1.075505582
0.9672155103,0.2194916196,0.992796108,1.146858936
0.8341316504,0.1339659891,0.839890923,0.8560187851
0.8135721684,0.3729908343,0.821687251,0.8426927878
0.8203123459,0.1247594532,0.8251172041,0.8383506707
0.9808267086,0.163867179,1.014790338,1.20529057
0.8844774778,0.3786332934,0.8964230593,0.9349058115
0.9957108356,0.2280799877,1.020072753,1.167850355
0.985177898,0.1568705936,1.036424447,1.290870603
0.756607708,0.08264695134,0.7588475905,0.7650560758
0.8427262037,0.2098710379,0.8938947283,1.184852392
0.8448744722,0.1671382931,0.8865050922,1.102931598
0.8497569655,0.147078492,0.9080665371,1.196822153
0.984977522,0.1514084485,1.039189867,1.310462191
0.8484807101,0.151306431,0.9000139244,1.169005138
0.9863543768,0.2596181593,1.00281295,1.09841794
0.9856057081,0.1720351045,1.021307894,1.220530945
0.9904863454,0.5450635581,1.089376324,1.366197137
0.986497447,0.1587135097,1.028071513,1.250095409
0.9999055449,0.505954661,1.017193175,1.116342289
0.9882616465,0.1749061548,1.029234569,1.247379575
0.9992036871,0.3173859408,1.053087184,1.263463247
0.9929821194,0.222369125,1.012069284,1.117637017
0.9887700935,0.1860919447,1.019240825,1.192219261
1.002801247,0.2358346215,1.031592427,1.164387509
0.9929032976,0.195794987,1.031275131,1.186646159
