CS_barriers_k10
0.9001451035
0.9482499929
0.8294889409
0.8314695689
0.7219016643
0.7345269379
0.905361426
0.9432180709
0.951701569
0.4863901381
0.3646552586
0.4234351522
0.4584179988
0.8816957553
0.8897491669
0.8664476897
0.888478255
0.8647897455
0.843521772
0.8067406314
0.8173638054
0.7319916126
0.9909673204
0.8076373318
0.9305944372
0.8202559711
0.914093348
0.9081813355
0.7272099271
0.9172188309
0.9466272921
2.044883664
0.9766019226
0.9201264434
0.6953371391
0.9590842606
0.9430734585
0.9203464745
0.9332540816
0.9468288939
0.9531856613
0.9311194142
0.928361821
0.7301098632
0.681192347
0.9660722908
0.9628598633
0.7856525394
0.9875414302
0.9447771263
0.9669627738
2.345277355
0.9691939897
0.9251500403
0.9547611041
0.9769475391
0.9751331076
0.998960126
0.7089376285
0.9224945597
0.9518818426
0.9407194028
1.006897054
0.9914281185
0.9685462345
0.968126114
0.9554054579
1.033481205
0.9053571127
0.9255012048
0.956284388
0.9825837099
0.9803358843
0.9840246208
0.800253225
0.977877713
1.10460921
0.9960936662
0.6794476463
1.03465283
0.9897552483
1.226945145
0.9864356562
0.977528686
0.9832853107
0.9794310276
0.9867777051
1.012510792
0.9788955125
1.016467635
0.982430622
0.8314287661
0.9687121456
0.7194958977
0.9491916523
0.9766306916
1.045431357
0.7940494858
1.008806384
0.7857950747
1.006921318
1.005664525
0.9907315775
1.045030549
0.9902370375
1.040524234
0.9515972779
1.063729622
0.8033340998
1.000131125
0.8085026688
1.011602708
1.008622821
0.999654887
0.8240993423
1.020833662
0.750161287
0.8624251183
0.9943992016
0.8139062009
0.9978294156
0.9804701959
0.9976319475
0.9979095808
0.9953279133
1.045055611
1.01352495
0.9902069813
1.12660235
0.9435609265
0.9583816155
0.7097496365
0.9676416909
0.9766831484
0.9791002176
0.7693717979
0.9827988135
0.9885263309
0.691671168
0.9819015832
0.9836027722
0.9973141542
0.9668790512
1.0814418
1.055551791
0.9508104706
0.9397673509
0.9654453477
0.9665514714
0.9672479709
1.001674052
0.9350290097
0.9450691417
0.9322214098
0.9619738437
0.9765445868
0.9767199455
0.8967922019
1.020146228
0.8759208987
0.9847999634
0.978362999
0.9438809355
0.9320695603
0.9753100699
0.9742084625
0.9794310276
0.6686515299
0.9972485435
0.9301865938
0.902262041
0.9706840759
0.7578084877
0.9317305926
1.040283877
0.9945800948
0.9076214012
1.007309394
1.000947698
1.006094408
1.023019277
0.9228916378
1.000646804
1.04226898
2.083664977
0.9933244582
0.9949437347
1.019004733
0.8697399933
0.9003372953
1.988510848
0.8661466017
0.9360783892
0.9606585468
0.9527084892
0.8795522143
0.959688885
0.9965593136
0.9580019828
0.9995744056
1.053267544
1.031690355
1.000574295
0.9987668416
0.9240541853
0.8900609552
0.8266534635
0.9575815191
0.9079290099
0.9313031176
0.9229878451
0.8758718462
0.6663871005
0.8837759524
1.003440146
0.9183680927
0.9174213091
0.9304730269
0.937167926
0.9996195512
0.8842944597
0.8219733631
0.8728813088
1.007309394
0.8910145173
1.015070358
1.0099262
0.7601393549
0.8717974708
0.9127949529
0.8974328213
1.125590982
0.8554259163
1.008937256
1.013882895
1.006613469
1.016230172
1.024986072
1.012283151
1.018841477
1.032043253
1.025359574
1.022972328
1.015771513
