LC_null_raster,LC_forest_motorways_k10,LC_barriers_k10,LC_barriers_k100
89.9842727798833,31.5633670434745,109.96421259937,268.899497916159
96.6282522796182,22.3875226264694,96.6282522796182,96.6282522796182
71.299666715366,6.48178788321509,71.2996667153652,71.299666715366
71.7369066120764,7.58559676580642,71.7369066120756,71.7369066120764
31.30803604657,2.84618509514273,31.3080360465712,31.30803604657
34.6040359847936,3.14582145316305,34.6040359847944,34.6040359847936
75.5002282846126,27.3561830475147,85.4901981943577,175.399927382047
97.51995163938,32.097698752579,127.489861368527,391.072488904585
101.047783272875,32.4184107192569,132.198708062677,378.206530953758
4.99498495486693,0.454089541351539,4.99498495486693,4.99498495486693
2.00000000000117,0.181818181818288,2.00000000000117,2.00000000000117
3.41350450581834,0.310318591438031,3.41350450581951,3.41350450581834
5.41350450581951,0.492136773256318,5.41350450581951,5.41350450581951
102.717672594435,9.41333523855907,102.717672594434,102.717672594435
108.413480171094,33.0880195281901,138.383389900202,401.380524951153
87.2405135174989,9.67046883446157,87.2405135174978,87.2405135174989
95.7048018899748,8.70043653545225,95.704801889974,95.7048018899748
93.7684892290501,10.3779726779236,93.7684892290493,93.7684892290501
78.0970991280699,13.3991110024543,78.0970991280699,78.0970991280699
59.2321441862619,23.8810603700347,59.2321441862611,59.2321441862619
62.895020877887,5.71772917071775,62.8950208778862,62.895020877887
31.4430811047697,2.85846191861543,31.4430811047689,31.4430811047697
126.734378488927,38.3483474076257,149.056288248976,279.11073889288
57.4646336314948,5.22405760286316,57.4646336314939,57.4646336314948
122.590314782725,34.3768226746978,152.56022451186,396.721299135231
55.7511171513362,11.4413020687823,55.7511171513362,55.7511171513362
126.979915484736,34.7758772839738,156.949825213844,408.237110561731
123.642960589251,42.6815115098067,143.622900408645,263.444212290174
32.6160720931281,2.96509746301164,32.6160720931289,32.6160720931281
125.945315407444,11.4495741279494,125.945315407442,125.945315407444
127.472657703747,30.6863949136386,138.633612583749,228.543341771017
56.5401802328202,5.14001638480184,56.5401802328194,56.5401802328202
126.067321348278,36.9191164483184,146.04726116772,287.272696781944
126.253351454002,38.7557135017098,146.730366452818,273.945771976735
24.6160720931256,4.01212971489728,24.6160720931264,24.6160720931256
124.194696026539,34.5226755150445,154.164605755769,395.398217952774
133.889315314781,37.2137085862691,153.869255134223,293.436660689069
128.160753699201,36.9081157067903,148.140693518595,249.72367474683
128.983261337603,28.6906651874024,140.144216217605,230.053945404874
127.436212553025,34.8173588356341,157.406122282254,398.639734479265
123.405135174647,31.3229331323727,134.566090054648,224.475819241917
131.614041740331,42.344525259108,141.604011650033,231.513740837302
138.405135174654,24.6923443737728,138.405135174653,138.405135174654
33.0414442943985,5.41294452366065,33.0414442943985,33.0414442943985
23.3755585756665,2.20080835536362,23.3755585756665,23.3755585756665
129.935116904255,46.7244273891589,150.171618385648,288.710458783867
151.063140899268,19.3805279455731,151.063140899267,151.063140899268
50.2321441862586,4.56655856238715,50.2321441862578,50.2321441862586
141.84853720363,36.1275701675122,171.818446932743,426.608303409392
141.943975572616,45.8734093586075,151.933945482312,241.843674669581
137.39676584343,12.4906150766754,137.396765843429,137.39676584343
137.16076213248,35.7014087974027,167.130671861616,408.364284058736
125.11914942524,34.908176743905,155.91807418416,396.322671351464
124.534659949106,35.0811363450815,154.50456967829,392.422121757013
138.021207267765,30.3393056472398,149.182162147767,239.091891335035
