CS_null_raster,CS_forest_motorways_k10,CS_barriers_k100
0.8630440092,0.18457943,0.891993244
0.8721749634,0.1105134293,0.901690421
0.8258083161,0.1221548614,0.8438398399
0.8281134816,0.1031247689,0.8508173896
0.7156706534,0.07620201052,0.7378624063
0.7312207873,0.08082556456,0.7535061851
0.8422504927,0.114283799,0.8690125256
0.8663385204,0.1853622616,1.095037408
0.8763020279,0.4072959879,0.9846944629
0.4863169028,0.04471702433,0.4866106648
0.3773245252,0.03439635134,0.3773736127
0.4233998395,0.03887912124,0.4234934478
0.458367448,0.0424304272,0.4585364705
0.8745438066,0.1491285107,1.269350846
0.8800840493,0.1215321195,0.9134932439
0.8606292662,0.1089873031,0.8901590354
0.8732816467,0.2026227301,1.016845928
0.8594307256,0.1166596302,0.8898104318
0.837661975,0.2135153037,1.279462993
0.8025053491,0.1174731002,0.8230039795
0.8064121325,0.09562865632,0.8226352809
0.7161171746,0.2517540573,0.7245664921
0.9096539983,0.2134805251,1.077299512
0.8010076191,0.3768632631,0.827968065
0.9006472317,0.1988062883,0.9677450423
0.793113674,0.09086253997,0.8061763298
0.9032755901,0.425760731,1.139048724
0.8993636088,0.1180231383,0.9415157623
0.7216986365,0.09738065407,0.7287540016
0.9038925114,0.1527817169,1.313166692
0.902904781,0.1454926648,1.317070269
0.8022907351,0.1637019952,0.8175027783
0.9070806083,0.3993420067,1.079010957
0.9073761393,0.1297950902,0.9518131396
0.6914340397,0.1512065849,0.696799291
0.9055970887,0.4405885366,1.121309429
0.9153091019,0.4932532464,11.55138548
0.90665102,0.2041143273,1.105614993
0.9057677642,0.132498321,0.9616155318
0.9093954168,0.1520294144,1.301590391
0.90000875,0.1999025045,0.9721653138
0.9052294712,0.208438316,1.106086571
0.9153585543,0.2913569168,1.196559436
0.7274746281,0.08051599734,0.7330825184
0.6790706991,0.2835671903,0.6833091433
0.9051735443,0.151906926,1.4650929
0.925373465,0.1348428224,0.9826671003
0.7827284292,0.088119464,0.7936341494
0.9167279027,0.1541781281,1.320167094
0.9169273511,0.1835581567,1.064109175
0.9126078329,0.1472629312,1.319100904
0.9170149371,0.123212419,0.9699558849
0.9093144402,0.1517114861,1.317904799
